Cards,JacksMask,TrumpCount,Aces,Tens,AttachedTens,TenKingSmall,SkatFulls,SkatCards,SkatPoints,WinProb,PlayedCards,DiscardedCards,PostJacksMask,PostTrumpCount,PostAces,PostTens,PostAttachedTens,PostTenKingSmall,PostSkatFulls
[SJ CK C9 SQ HT H7 DA DT DK D8],S,3,1,2,1,1,0,[C8 S7],0,0.0000,[C9 C8 SQ S7 HT H7 DA DT DK D8],[SJ CK],-,2,1,2,1,1,0
[HJ C9 C7 SA SQ S9 S8 DQ D8 D7],H,3,1,0,0,0,0,[HT DT],20,0.0000,[C7 SA SQ S9 S8 HT DT DQ D8 D7],[HJ C9],-,1,1,2,0,0,0
[SJ CK CQ ST SK S8 HQ DK DQ D9],S,3,0,1,0,1,0,[CA HK],15,0.0000,[CK CQ ST SK S8 HK HQ DK DQ D9],[SJ CA],-,2,0,1,0,1,1
[CA C8 ST SK SQ S8 HA H8 D8 D7],-,2,1,1,0,1,0,[HJ HT],12,0.0000,[C8 ST SK SQ S8 HA HT H8 D8 D7],[HJ CA],-,1,1,2,1,1,1
[HJ CK CQ C9 SK S9 HA HK DA D7],H,4,2,0,0,0,0,[CA DT],21,0.5000,[HJ CA CK CQ C9 HA HK DA DT D7],[SK S9],H,5,2,1,1,0,0
[CJ HJ DJ CQ C7 S9 HT HK DT D8],CHD,5,0,2,0,0,0,[CT D9],10,0.2250,[CJ HJ DJ CT CQ C7 HT DT D9 D8],[S9 HK],CHD,6,0,2,0,0,0
[CJ SJ DJ C8 ST S7 HA HQ H7 DK],CSD,4,1,1,0,0,0,[S8 HK],4,0.0000,[DJ C8 ST S8 S7 HA HK HQ H7 DK],[CJ SJ],D,2,1,1,0,0,0
[CA CQ SK S9 S8 HA HK H7 D9 D7],-,2,1,0,0,0,0,[DJ SA],13,0.0000,[CQ SA SK S9 S8 HA HK H7 D9 D7],[DJ CA],-,1,2,0,0,0,1
[CJ DJ CA C8 C7 SQ HA HK DT D8],CD,5,1,1,0,0,0,[CK S7],4,0.2500,[CJ DJ CA CK C8 C7 HA HK DT D8],[SQ S7],CD,6,1,1,0,0,0
[CT CQ C8 C7 SA H9 DA DT DK D9],-,4,2,1,1,1,0,[HA D7],11,0.0000,[C8 C7 SA HA H9 DA DT DK D9 D7],[CT CQ],-,2,3,1,1,1,1
[CJ HJ C9 C7 SA SK H9 H7 DA D7],CH,4,2,0,0,0,0,[CA HT],21,0.2500,[CJ HJ CA C7 SA SK HT H9 H7 DA],[C9 D7],CH,4,2,1,0,0,0
[SJ DJ CK C8 ST H7 DK DQ D8 D7],SD,4,0,1,0,0,0,[CA DA],22,0.2750,[SJ DJ CA CK C8 DA DK DQ D8 D7],[ST H7],SD,5,1,0,0,0,1
[HJ DJ CA CQ C7 SK S8 HQ H9 D9],HD,5,0,0,0,0,0,[C8 HA],11,0.1750,[HJ DJ CA CQ C8 C7 HA HQ H9 D9],[SK S8],HD,6,1,0,0,0,0
[SJ DJ CT CK C8 SA S9 HA H9 D9],SD,5,2,0,0,0,0,[CA SQ],14,0.9500,[SJ DJ CA CT CK C8 SA S9 HA H9],[SQ D9],SD,6,2,0,0,0,0
[HJ CA CK SA ST SQ HA HQ DK DQ],H,3,2,1,1,0,0,[CJ H7],2,0.4250,[CJ HJ CA CK SA ST SQ HA HQ H7],[DK DQ],CH,4,2,1,1,0,0
[C7 SA ST SK SQ HT HQ H8 DT D8],-,1,1,3,1,0,0,[S9 HA],11,0.0000,[ST SK SQ S9 HA HT HQ H8 DT D8],[C7 SA],-,0,1,3,1,1,1
[SJ DJ CA CK C9 ST HA H8 DK D8],SD,5,1,1,0,0,0,[SQ DQ],6,0.0000,[CA CK C9 ST SQ HA H8 DK DQ D8],[SJ DJ],-,3,1,1,0,0,0
[DJ CA CQ C8 C7 SK SQ S9 S8 H7],D,5,0,0,0,0,0,[CJ CK],6,0.9000,[CJ DJ CA CK CQ C8 SK SQ S9 S8],[C7 H7],CD,6,0,0,0,0,0
[CJ HJ CT CQ C8 S9 S8 HA H7 DQ],CH,5,1,0,0,0,0,[H9 DA],11,0.7750,[CJ HJ CT CQ C8 HA H9 H7 DA DQ],[S9 S8],CH,5,2,0,0,0,0
[CJ CK CQ C8 S9 S8 S7 DT D8 D7],C,4,0,1,0,0,0,[C9 HK],4,0.0000,[CQ C9 C8 S9 S8 S7 HK DT D8 D7],[CJ CK],-,3,0,1,0,0,0
[SJ C9 C8 SA SK S8 S7 H8 DA D8],S,3,2,0,0,0,0,[SQ H9],3,0.0000,[C8 SA SK SQ S8 S7 H9 H8 DA D8],[SJ C9],-,1,2,0,0,0,0
[CJ C8 ST SQ S9 S7 HA HQ H8 H7],C,2,1,1,0,0,0,[C7 DK],4,0.0000,[C7 ST SQ S9 S7 HA HQ H8 H7 DK],[CJ C8],-,1,1,1,0,0,0
[CT CQ C8 SK SQ S9 S8 S7 DQ D8],-,3,0,0,0,0,0,[HJ SA],13,0.0000,[CQ C8 SA SK SQ S9 S8 S7 DQ D8],[HJ CT],-,2,1,0,0,0,1
[SJ DJ CT C7 SA ST SK HT DT D8],SD,4,1,3,1,0,0,[CA CQ],14,0.9500,[SJ DJ CA CT CQ C7 SA ST SK DT],[HT D8],SD,6,1,2,1,0,1
[DJ CK C7 ST S8 H7 DA DK DQ D8],D,3,1,1,0,0,0,[C9 S7],0,0.0000,[C9 C7 ST S8 S7 H7 DA DK DQ D8],[DJ CK],-,2,1,1,0,0,0
[DJ CT CQ C9 C8 SQ S9 S8 HT DQ],D,5,0,1,0,0,0,[HQ D9],3,0.0000,[CQ C9 C8 SQ S9 S8 HT HQ DQ D9],[DJ CT],-,3,0,1,0,0,1
[DJ CQ C9 C7 HT HK HQ H7 DT D9],D,4,0,2,0,1,0,[SJ HA],13,0.0000,[CQ C9 C7 HA HT HK HQ H7 DT D9],[SJ DJ],-,3,1,2,1,1,0
[SJ HJ DJ CQ SQ S9 S8 S7 HK H8],SHD,4,0,0,0,0,0,[C8 H9],0,0.0000,[DJ CQ C8 SQ S9 S8 S7 HK H9 H8],[SJ HJ],D,3,0,0,0,0,0
[SJ CQ SA ST HT HQ H8 DT DQ D8],S,2,1,3,1,0,0,[S7 DA],11,0.0000,[SA ST S7 HT HQ H8 DA DT DQ D8],[SJ CQ],-,0,2,3,2,0,0
[CJ SJ CT CK SQ S9 HK HQ H9 D8],CS,4,0,0,0,0,0,[S8 DK],4,0.0000,[CT CK SQ S9 S8 HK HQ H9 DK D8],[CJ SJ],-,2,0,0,0,0,0
[CA CQ C9 C7 SQ S9 HQ H9 DT D8],-,4,0,1,0,0,0,[CK S7],4,0.0000,[CQ C9 C7 SQ S9 S7 HQ H9 DT D8],[CA CK],-,3,0,1,0,0,1
[SJ CT CQ C9 HT HQ H8 DT DQ D7],S,4,0,2,0,0,0,[C8 DK],4,0.0000,[CQ C9 C8 HT HQ H8 DT DK DQ D7],[SJ CT],-,3,0,2,0,1,1
[SJ DJ C7 ST SK S9 S8 HQ H9 H7],SD,3,0,1,0,1,0,[CQ SA],14,0.0000,[CQ C7 SA ST SK S9 S8 HQ H9 H7],[SJ DJ],-,2,1,1,1,1,0
[DJ CA C9 C8 SK SQ S9 S8 HT D9],D,4,0,1,0,0,0,[DT DQ],13,0.0000,[C9 C8 SK SQ S9 S8 HT DT DQ D9],[DJ CA],-,2,0,2,0,0,1
[CJ HJ CA CK S9 S8 HQ H7 DA DT],CH,4,1,1,1,0,0,[HK D8],4,0.0000,[CJ HJ CA CK S9 HK HQ H7 DA DT],[S8 D8],CH,4,1,1,1,0,0
[HJ CT C9 C7 SA ST HK HQ DK D9],H,4,1,1,1,0,0,[DT D8],10,0.0000,[C9 C7 SA ST HK HQ DT DK D9 D8],[HJ CT],-,2,1,2,1,1,1
[HJ DJ C7 SA S8 HA HT HK H8 DQ],HD,3,2,1,1,1,0,[C9 S7],0,0.0000,[C9 C7 SA S8 S7 HA HT HK H8 DQ],[HJ DJ],-,2,2,1,1,1,0
[CJ SJ HJ DJ C8 ST H7 DQ D8 D7],CSHD,5,0,1,0,0,0,[H9 DT],10,0.5000,[CJ SJ HJ DJ C8 ST DT DQ D8 D7],[H9 H7],CSHD,5,0,2,0,0,0
[HJ DJ CQ C7 SQ HQ H9 DA DT DK],HD,4,1,1,1,0,0,[C9 HA],11,0.2250,[HJ DJ CQ C9 C7 HA H9 DA DT DK],[SQ HQ],HD,5,2,1,1,0,0
[C9 C7 SQ HT HK H9 DA DT DK D8],-,2,1,2,1,2,0,[SJ ST],12,0.0000,[C7 ST SQ HT HK H9 DA DT DK D8],[SJ C9],-,1,1,3,1,2,0
[CA C8 ST S8 HA HQ H8 H7 DA D8],-,2,2,1,0,0,0,[HK D7],4,0.0000,[ST S8 HA HK HQ H8 H7 DA D8 D7],[CA C8],-,0,2,1,0,0,1
[SJ CK C9 SA SQ S8 S7 H8 DT D8],S,3,1,1,0,0,0,[HJ C7],2,0.0000,[CK C9 C7 SA SQ S8 S7 H8 DT D8],[SJ HJ],-,3,1,1,0,0,0
[CA C8 SA ST S8 HA HT HK HQ H9],-,2,2,2,2,1,0,[S9 DQ],3,0.0000,[SA ST S9 S8 HA HT HK HQ H9 DQ],[CA C8],-,0,2,2,2,1,1
[CJ SJ HJ CK C9 C7 HA H7 DK D9],CSH,6,1,0,0,0,0,[SA S7],11,1.0000,[CJ SJ HJ CK C9 C7 SA HA DK D9],[S7 H7],CSH,6,2,0,0,0,0
[HJ C8 S9 S7 HA HT HQ H8 H7 D8],H,2,1,1,1,0,0,[CJ DA],13,0.0000,[C8 S9 S7 HA HT HQ H8 H7 DA D8],[CJ HJ],-,1,2,1,1,0,0
[CJ CA SQ S8 S7 H8 DT DK DQ D8],C,2,0,1,0,1,0,[ST HQ],13,0.0000,[ST SQ S8 S7 HQ H8 DT DK DQ D8],[CJ CA],-,0,0,2,0,1,1
[DJ CT CQ C8 C7 SQ S9 H9 H8 DK],D,5,0,0,0,0,0,[HK D9],4,0.0000,[CQ C8 C7 SQ S9 HK H9 H8 DK D9],[DJ CT],-,3,0,0,0,0,1
[DJ CT C7 SA S9 H9 H8 DA DQ D8],D,3,2,0,0,0,0,[CJ CQ],5,0.2750,[CJ DJ CT CQ C7 SA H8 DA DQ D8],[S9 H9],CD,5,2,0,0,0,0
[CJ CK CQ C9 C8 S7 HQ DA DT D8],C,5,1,1,1,0,0,[ST SQ],13,0.1000,[CJ CK CQ C9 C8 ST SQ S7 DA DT],[HQ D8],C,5,1,2,1,0,0
[HJ CK C7 S9 S7 HA H7 DT DQ D9],H,3,1,1,0,0,0,[C8 DA],11,0.0000,[C8 C7 S9 S7 HA H7 DA DT DQ D9],[HJ CK],-,2,2,1,1,0,0
[HJ SA SK S9 S8 HT HQ H7 DT D9],H,1,1,2,0,0,0,[CA SQ],14,0.0000,[SA SK SQ S9 S8 HT HQ H7 DT D9],[HJ CA],-,0,1,2,0,0,1
[CJ SA S9 S8 S7 HA H8 DA D8 D7],C,1,3,0,0,0,0,[C8 ST],10,0.0000,[CJ SA ST S9 S7 HA H8 DA D8 D7],[C8 S8],C,1,3,1,1,0,0
[CJ CK C7 ST S8 S7 HT H9 H8 DT],C,3,0,3,0,0,0,[SQ H7],3,0.0000,[C7 ST SQ S8 S7 HT H9 H8 H7 DT],[CJ CK],-,1,0,3,0,0,0
[CJ HJ CA S8 HT HK H8 DT DK D7],CH,3,0,2,0,2,0,[C9 DQ],3,0.0000,[CA C9 S8 HT HK H8 DT DK DQ D7],[CJ HJ],-,2,0,2,0,2,0
[CQ C9 ST S7 HT HQ H8 DA DQ D8],-,2,1,2,0,0,0,[SA D7],11,0.0000,[SA ST S7 HT HQ H8 DA DQ D8 D7],[CQ C9],-,0,2,2,1,0,0
[SJ DJ CT C8 SA ST S8 HK H7 D9],SD,4,1,1,1,0,0,[C9 S9],0,0.0000,[SJ DJ CT C9 C8 SA ST S9 S8 H7],[HK D9],SD,5,1,1,1,0,0
[CJ CA CT C9 C8 SA S8 HA D8 D7],C,5,2,0,0,0,0,[DJ SK],6,0.9500,[CJ DJ CA CT C9 SA SK S8 HA D7],[C8 D8],CD,5,2,0,0,0,0
[CJ C9 S9 HA H9 H8 H7 DA DT DK],C,2,2,1,1,0,0,[SK S7],4,0.0000,[SK S9 S7 HA H9 H8 H7 DA DT DK],[CJ C9],-,0,2,1,1,0,0
[SJ DJ CK CQ C9 C7 SK DA DQ D7],SD,6,1,0,0,0,0,[HQ H7],3,0.0000,[SJ DJ CK CQ C9 C7 HQ DA DQ D7],[SK H7],SD,6,1,0,0,0,0
[CJ HJ CA CQ SA ST H8 DA DK D7],CH,4,2,1,1,0,0,[C9 H7],0,0.9750,[CJ HJ CA CQ C9 SA ST DA DK D7],[H8 H7],CH,5,2,1,1,0,0
[CK CQ SQ S9 S7 HT HK DA D8 D7],-,2,1,1,0,0,0,[HJ C7],2,0.0000,[CQ C7 SQ S9 S7 HT HK DA D8 D7],[HJ CK],-,2,1,1,0,0,0
[CJ CA CQ C8 C7 HK DT D9 D8 D7],C,5,0,1,0,0,0,[S7 HT],10,0.0000,[CQ C8 C7 S7 HT HK DT D9 D8 D7],[CJ CA],-,3,0,2,0,0,1
[C9 C8 SA ST SQ HQ H8 DA DT D9],-,2,2,2,2,0,0,[DJ D8],2,0.0000,[C8 SA ST SQ HQ H8 DA DT D9 D8],[DJ C9],-,1,2,2,2,0,0
[CA CQ C8 SA S7 HT DA DT D8 D7],-,3,2,2,1,0,0,[H8 DQ],3,0.0000,[C8 SA S7 HT H8 DA DT DQ D8 D7],[CA CQ],-,1,2,2,1,0,1
[SJ DJ CA CQ C8 SQ HA H7 DK D8],SD,5,1,0,0,0,0,[HJ S7],2,0.4250,[SJ HJ DJ CA CQ C8 HA H7 DK D8],[SQ S7],SHD,6,1,0,0,0,0
[SJ CA CK C8 SA SK S7 HQ DT DK],S,4,1,1,0,0,0,[SQ S9],3,0.0000,[CK C8 SA SK SQ S9 S7 HQ DT DK],[SJ CA],-,2,1,1,0,0,1
[CA CQ C7 ST SQ S9 S8 H8 DQ D7],-,3,0,1,0,0,0,[CT DA],21,0.0000,[CQ C7 ST SQ S9 S8 H8 DA DQ D7],[CA CT],-,2,1,1,0,0,2
[DJ CQ C7 ST HA DA DT DK DQ D8],D,3,2,2,1,1,0,[SA SK],15,0.0000,[C7 SA ST SK HA DA DT DK DQ D8],[DJ CQ],-,1,3,2,2,1,0
[CK CQ C8 ST HT HK H7 DT DK DQ],-,3,0,3,0,1,0,[DJ H8],2,0.0000,[CQ C8 ST HT HK H8 H7 DT DK DQ],[DJ CK],-,2,0,3,0,1,0
[CJ CA C7 HA HT HK H8 DT D8 D7],C,3,1,2,1,1,0,[CK H9],4,0.0000,[CK C7 HA HT HK H9 H8 DT D8 D7],[CJ CA],-,2,1,2,1,1,1
[CJ SJ CK ST SK SQ HT H7 D9 D7],CS,3,0,2,0,0,0,[CA C8],11,0.2250,[CJ SJ CA CK C8 ST SK SQ HT H7],[D9 D7],CS,5,0,2,0,0,0
[CA CK C8 C7 ST HA HT HK DA D8],-,4,2,2,1,0,0,[HQ DT],13,0.0000,[C8 C7 ST HA HT HK HQ DA DT D8],[CA CK],-,2,2,3,2,0,1
[CJ SK S8 S7 HA HK HQ DA DT DK],C,1,2,1,1,0,0,[SJ CT],12,0.0250,[CJ SJ S8 S7 HA HK HQ DA DT DK],[CT SK],CS,2,2,1,1,0,1
[DJ CT C8 C7 SQ S9 H8 DA D9 D8],D,4,1,0,0,0,0,[CK C9],4,0.0250,[DJ CT CK C9 C8 C7 S9 DA D9 D8],[SQ H8],D,6,1,0,0,0,0
[CJ SJ DJ CK CQ C9 ST SK HK D8],CSD,6,0,1,0,0,0,[CT SA],21,0.9750,[SJ DJ CT CK CQ C9 SA ST SK D8],[CJ HK],SD,6,1,1,1,0,0
[HJ CK C7 S8 HK H9 H7 DT DQ D9],H,3,0,1,0,0,0,[HA HQ],14,0.0000,[C7 S8 HA HK HQ H9 H7 DT DQ D9],[HJ CK],-,1,1,1,0,0,0
[SJ HJ DJ CK CQ C7 DT DK D8 D7],SHD,6,0,1,0,1,0,[SK SQ],7,0.6500,[SJ HJ DJ CK CQ C7 DT DK D8 D7],[SK SQ],SHD,6,0,1,0,1,0
[CJ SJ CA CT SQ S9 S8 H9 DT D7],CS,4,0,1,0,0,0,[C8 SK],4,0.0000,[CA CT C8 SK SQ S9 S8 H9 DT D7],[CJ SJ],-,3,0,1,0,0,0
[DJ CK ST SK HA HT HK H7 DT DQ],D,2,1,3,1,1,0,[CJ H8],2,0.0000,[CK ST SK HA HT HK H8 H7 DT DQ],[CJ DJ],-,1,1,3,1,1,0
[CA CT CK S9 S7 HA H7 DK DQ D7],-,3,1,0,0,0,0,[H9 DT],10,0.0000,[CK S9 S7 HA H9 H7 DT DK DQ D7],[CA CT],-,1,1,1,0,1,2
[CA CK CQ C9 C8 ST S9 S7 H9 D8],-,5,0,1,0,0,0,[SQ HQ],6,0.0000,[CQ C9 C8 ST SQ S9 S7 HQ H9 D8],[CA CK],-,3,0,1,0,0,1
[SJ HJ CK CQ C9 C7 HA HQ H9 H8],SH,6,1,0,0,0,0,[SQ S8],3,0.5250,[SJ HJ CK CQ C9 C7 HA HQ H9 H8],[SQ S8],SH,6,1,0,0,0,0
[CJ DJ CA C7 SQ S7 HQ H9 DA D9],CD,4,1,0,0,0,0,[HJ SA],13,0.9250,[CJ HJ DJ CA C7 SA SQ S7 DA D9],[HQ H9],CHD,5,2,0,0,0,0
[CJ CQ C7 SQ S8 S7 HA H8 DA DK],C,3,2,0,0,0,0,[SJ D7],2,0.0250,[CJ SJ CQ C7 SQ S7 HA DA DK D7],[S8 H8],CS,4,2,0,0,0,0
[SJ CQ ST SQ S9 S8 HQ H8 DK D8],S,2,0,1,0,0,0,[CK SA],15,0.0000,[CQ SA ST SQ S9 S8 HQ H8 DK D8],[SJ CK],-,1,1,1,1,0,0
[CJ HJ CA CQ ST SK S9 HT HQ D9],CH,4,0,2,0,1,0,[CT D8],10,0.0750,[CJ HJ CA CT CQ ST SK S9 HT HQ],[D9 D8],CH,5,0,2,0,1,0
[CJ HJ C9 S9 HT HK HQ DT DQ D7],CH,3,0,2,0,0,0,[S8 D9],0,0.0000,[C9 S9 S8 HT HK HQ DT DQ D9 D7],[CJ HJ],-,1,0,2,0,0,0
[HJ DJ CA CK SK SQ S9 S8 DA DQ],HD,4,1,0,0,0,0,[S7 D9],0,0.0000,[CA CK SK SQ S9 S8 S7 DA DQ D9],[HJ DJ],-,2,1,0,0,0,0
[SJ CA C9 ST SQ S9 HK H7 DK DQ],S,3,0,1,0,0,0,[HJ C7],2,0.0000,[CA C9 C7 ST SQ S9 HK H7 DK DQ],[SJ HJ],-,3,0,1,0,0,0
[CQ C9 ST HA HT H9 H8 H7 DT D7],-,2,1,3,1,0,0,[CA DA],22,0.0000,[C9 ST HA HT H9 H8 H7 DA DT D7],[CA CQ],-,1,2,3,2,0,1
[SJ C7 SA ST SQ S9 HK H8 DA DK],S,2,2,1,1,0,0,[S8 H9],0,0.0000,[SA ST SQ S9 S8 HK H9 H8 DA DK],[SJ C7],-,0,2,1,1,0,0
[SJ HJ CT CQ SK SQ HA HK H7 D9],SH,4,1,0,0,0,0,[ST DQ],13,0.0000,[CT CQ ST SK SQ HA HK H7 DQ D9],[SJ HJ],-,2,1,1,0,0,0
[DJ CT CK C8 C7 SA HQ H7 DQ D7],D,5,1,0,0,0,0,[S9 HA],11,0.0250,[DJ CT CK C8 C7 SA S9 HA HQ H7],[DQ D7],D,5,2,0,0,0,0
[DJ CT C9 ST SK S9 H8 D9 D8 D7],D,3,0,1,0,1,0,[CJ C8],2,0.0000,[CT C9 C8 ST SK S9 H8 D9 D8 D7],[CJ DJ],-,3,0,1,0,1,0
[CJ SJ DJ CA CQ SQ S9 S8 H8 DA],CSD,5,1,0,0,0,0,[C9 DQ],3,0.9500,[CJ SJ DJ CA CQ C9 S9 S8 DA DQ],[SQ H8],CSD,6,1,0,0,0,0
[HJ DJ CT C9 C8 SA HA HK DT D9],HD,5,2,1,0,0,0,[SQ S8],3,0.0750,[HJ DJ CT C9 C8 SA HA HK DT D9],[SQ S8],HD,5,2,1,0,0,0
[HJ CA ST SK S8 HA HT HK HQ DK],H,2,1,2,1,1,0,[H8 DT],10,0.0000,[ST SK S8 HA HT HK HQ H8 DT DK],[HJ CA],-,0,1,3,1,2,1
[SJ C9 C7 SA ST HA HQ H8 DQ D9],S,3,2,1,1,0,0,[S9 D7],0,0.0000,[SJ C7 SA ST S9 HA HQ H8 D9 D7],[C9 DQ],S,2,2,1,1,0,0
[CT CK CQ ST S8 S7 HA HK H9 DA],-,3,2,1,0,0,0,[DJ C9],2,0.0000,[DJ CT CK CQ C9 ST S7 HA HK DA],[S8 H9],D,5,2,1,0,0,0
[SJ CT C8 C7 SA SQ HA HQ DA D7],S,4,3,0,0,0,0,[CQ D9],3,0.6250,[SJ CT CQ C8 C7 SA HA DA D9 D7],[SQ HQ],S,5,3,0,0,0,0
[SJ HJ CT ST SQ HT H7 DA DK D9],SH,3,1,2,0,0,0,[DJ CQ],5,0.0250,[SJ HJ DJ CT CQ ST SQ DA DK D9],[HT H7],SHD,5,1,1,0,0,1
[CT CK C9 C7 H8 H7 DA DT DQ D9],-,4,1,1,1,0,0,[SA HT],21,0.0000,[C9 C7 SA HT H8 H7 DA DT DQ D9],[CT CK],-,2,2,2,1,0,1
[SJ HJ C8 SA HQ H8 DK DQ D9 D8],SH,3,1,0,0,0,0,[CA C7],11,0.0000,[CA C8 C7 SA HQ H8 DK DQ D9 D8],[SJ HJ],-,3,1,0,0,0,0
[CJ CK C9 SA ST S7 HQ H7 DQ D9],C,3,1,1,1,0,0,[H8 DT],10,0.0000,[C9 SA ST S7 HQ H8 H7 DT DQ D9],[CJ CK],-,1,1,2,1,0,0
[HJ CA CT CQ C9 SK S9 HA H8 DQ],H,5,1,0,0,0,0,[H9 DK],4,0.0000,[CT CQ C9 SK S9 HA H9 H8 DK DQ],[HJ CA],-,3,1,0,0,0,1
[SJ HJ CQ C8 C7 HA HK H9 DT D7],SH,5,1,1,0,0,0,[SA DA],22,0.8500,[SJ HJ CQ C8 C7 SA HA H9 DA DT],[HK D7],SH,5,3,1,1,0,0
[CJ SJ HJ CT CK C8 SA S9 HA H8],CSH,6,2,0,0,0,0,[ST HK],14,0.8750,[CJ SJ HJ CT C8 SA S9 HA HK H8],[CK ST],CSH,5,2,0,0,0,1
[CJ SJ C7 S8 S7 HA H8 H7 DT DQ],CS,3,1,1,0,0,0,[CK SK],8,0.0000,[CK C7 SK S8 S7 HA H8 H7 DT DQ],[CJ SJ],-,2,1,1,0,0,0
[CJ DJ CK C7 S9 S8 HA HK H8 D7],CD,4,1,0,0,0,0,[CT S7],10,0.0250,[CJ DJ CT CK C7 S9 S7 HA HK H8],[S8 D7],CD,5,1,0,0,0,0
[CJ SJ CT CK CQ C9 C8 S8 DK D9],CS,7,0,0,0,0,0,[C7 ST],10,0.9750,[CJ SJ CT CK CQ C9 C8 C7 ST S8],[DK D9],CS,8,0,1,0,0,0
[CJ CQ C9 SA SQ HK H7 DA DQ D7],C,3,2,0,0,0,0,[SK DT],14,0.0000,[C9 SA SK SQ HK H7 DA DT DQ D7],[CJ CQ],-,1,2,1,1,0,0
[DJ CQ SA S9 HA HQ H7 DT DK D9],D,2,2,1,0,1,0,[SQ HK],7,0.0000,[SA SQ S9 HA HK HQ H7 DT DK D9],[DJ CQ],-,0,2,1,0,1,0
[DJ CT CQ C9 C8 HT H9 H8 DA DT],D,5,1,2,1,0,0,[S7 D8],0,0.0250,[DJ CT CQ C9 C8 HT H8 DA DT D8],[S7 H9],D,5,1,2,1,0,0
[CA CK C9 S9 S8 HT HQ H9 H7 DK],-,3,0,1,0,0,0,[CT S7],10,0.0000,[CK C9 S9 S8 S7 HT HQ H9 H7 DK],[CA CT],-,2,0,1,0,0,2
[CJ SJ DJ CQ SK HA HQ DA D9 D8],CSD,4,2,0,0,0,0,[C7 DQ],3,0.5750,[CJ SJ DJ CQ C7 HA HQ DA D9 D8],[SK DQ],CSD,5,2,0,0,0,0
[SJ DJ CA CQ C9 C7 SA ST HA HQ],SD,6,2,1,1,0,0,[S7 HT],10,0.8250,[SJ DJ CA CQ C7 SA S7 HA HT HQ],[C9 ST],SD,5,2,1,1,0,1
[HJ DJ CT C9 SA S7 HA HT H9 D8],HD,4,2,1,1,0,0,[CJ HK],6,1.0000,[CJ HJ DJ CT C9 SA HA HT HK H9],[S7 D8],CHD,5,2,1,1,1,0
[CJ DJ SA S7 HT H9 DA D9 D8 D7],CD,2,2,1,0,0,0,[CA HQ],14,0.0000,[CJ DJ CA SA HT HQ DA D9 D8 D7],[S7 H9],CD,3,2,1,0,0,0
[HJ CT CQ C7 ST S8 HK H8 D8 D7],H,4,0,1,0,0,0,[HT DK],14,0.0000,[CQ C7 ST S8 HT HK H8 DK D8 D7],[HJ CT],-,2,0,2,0,1,1
[CJ CA C7 ST SK HA HQ H8 DT DQ],C,3,1,2,0,0,0,[SQ H7],3,0.0000,[C7 ST SK SQ HA HQ H8 H7 DT DQ],[CJ CA],-,1,1,2,0,0,1
[CJ HJ CT CK HA H9 DK D9 D8 D7],CH,4,1,0,0,0,0,[DA DT],21,0.0000,[CJ HJ CT CK HA DA DT DK D8 D7],[H9 D9],CH,4,2,1,1,1,0
[CJ HJ CK ST SK S7 HK HQ DT D9],CH,3,0,2,0,1,0,[CA SQ],14,0.0000,[CA CK ST SK SQ S7 HK HQ DT D9],[CJ HJ],-,2,0,2,0,1,0
[HJ CA C9 C7 S9 S8 HK H7 D9 D8],H,4,0,0,0,0,0,[ST H9],10,0.0000,[C9 C7 ST S9 S8 HK H9 H7 D9 D8],[HJ CA],-,2,0,1,0,0,1
[HJ CA CT CQ C8 S7 HT H7 DT D8],H,5,0,2,0,0,0,[C9 C7],0,0.0000,[HJ CA CT CQ C9 C8 HT H7 DT D8],[C7 S7],H,6,0,2,0,0,0
[SJ HJ CK SA ST S9 H7 DK D9 D7],SH,3,1,1,1,0,0,[DT D8],10,0.0000,[CK SA ST S9 H7 DT DK D9 D8 D7],[SJ HJ],-,1,1,2,1,1,0
[CT CK CQ C7 S9 S8 HQ H9 DT D8],-,4,0,1,0,0,0,[SJ HK],6,0.0000,[CK CQ C7 S9 S8 HK HQ H9 DT D8],[SJ CT],-,3,0,1,0,0,1
[HJ DJ C9 S9 S7 HQ H8 DT DK D7],HD,3,0,1,0,1,0,[CK DQ],7,0.0000,[CK C9 S9 S7 HQ H8 DT DK DQ D7],[HJ DJ],-,2,0,1,0,1,0
[CJ SJ SA ST SQ HQ H9 DK D9 D8],CS,2,1,1,1,0,0,[CT S7],10,0.0000,[CT SA ST SQ S7 HQ H9 DK D9 D8],[CJ SJ],-,1,1,1,1,0,0
[CQ C7 ST HQ H9 DK DQ D9 D8 D7],-,2,0,1,0,0,0,[C8 S9],0,0.0000,[C7 ST S9 HQ H9 DK DQ D9 D8 D7],[CQ C8],-,1,0,1,0,0,0
[DJ C9 ST SK SQ S9 HA H8 DK DQ],D,2,1,1,0,1,0,[SA H9],11,0.0000,[SA ST SK SQ S9 HA H9 H8 DK DQ],[DJ C9],-,0,2,1,1,1,0
[C9 C7 ST HA HT H7 DT DQ D8 D7],-,2,1,3,1,0,0,[CT DA],21,0.0000,[C7 ST HA HT H7 DA DT DQ D8 D7],[CT C9],-,1,2,3,2,0,1
[HJ CA CK CQ C8 S7 HA HQ H7 DT],H,5,1,1,0,0,0,[H9 DA],11,0.6500,[HJ CA CK CQ C8 HA HQ H9 DA DT],[S7 H7],H,5,2,1,1,0,0
