Hand,Skat,BestGame,ProbNull,SafeSuits,VoidSuits,TotalGaps,Blank8s,Gaps_C,Gaps_S,Gaps_H,Gaps_D
 [CT C7 SK ST HA HT H9 H7 DJ D7]    ,[C8 DK],Null,0.15,1,0,4,0,0,2,1,1
 [C7 SQ S9 S7 HQ H7 DJ DT D9 D8]    ,[CQ CJ],Null,0.05,1,0,3,0,0,1,1,1
 [SK SQ S8 S7 HK HJ H9 H8 H7 D8]    ,[CQ DT],Null,0.65,2,1,2,1,0,1,0,1
 [CT SK SQ ST S9 S8 H7 DQ DJ D9]    ,[HQ DK],Null,0.05,1,0,5,0,1,1,0,3
 [CQ CJ C8 SA SK S9 S7 H8 DQ D7]    ,[CA HQ],Null,0.1,0,0,7,1,3,2,1,1
 [CA C9 C8 SQ S8 S7 HQ HT H8 D8]    ,[CJ DJ],Null,0.05,0,0,7,1,2,1,3,1
 [CT SQ S8 S7 HK HJ H9 H8 DQ DT]    ,[CK HQ],Null,0.05,0,0,5,0,1,1,1,2
 [S9 S8 S7 HT H9 H7 DT D9 D8 D7]    ,[CK HA],Null,1.0,4,1,0,0,0,0,0,0
 [C9 SA SQ ST S9 S8 HK HT H8 DT]    ,[CQ HA],Null,0.05,0,0,6,0,1,1,3,1
 [SQ ST S8 S7 HJ H9 DK DJ D9 D7]    ,[CA HT],Null,0.2,3,1,2,0,0,0,2,0
 [C9 C8 SK SJ S8 H8 DJ DT D8 D7]    ,[S9 HK],Null,0.25,1,0,5,1,1,3,1,0
 [CA CK CQ C8 C7 ST S8 H8 DJ D9]    ,[SK DT],Null,0.1,0,0,6,1,1,2,1,2
 [CJ CT C9 C7 S8 HT H9 H8 DJ D7]    ,[SQ DA],Null,0.2,1,0,3,1,0,1,1,1
 [CK CQ C9 C8 C7 HK HJ H9 H7 D7]    ,[SJ ST],Null,1.0,4,1,0,0,0,0,0,0
 [C8 ST S8 HA HJ H9 H8 DK D9 D8]    ,[CT S7],Null,0.05,1,0,5,1,1,0,2,2
 [C9 C8 C7 SA SK ST S8 S7 H8 H7]    ,[CJ D9],Null,1.0,4,1,0,0,0,0,0,0
 [C9 C7 SA ST S8 S7 HT H7 D9 D7]    ,[CA DK],Null,0.8,2,0,2,0,0,1,1,0
 [C7 SJ ST HJ HT H9 H8 H7 DQ DT]    ,[CK S8],Null,0.1,2,0,4,0,0,2,0,2
 [CQ CT C9 C7 SQ S9 DA DQ D9 D7]    ,[HK HJ],Null,0.1,2,1,4,0,0,2,0,2
 [ST S9 S7 HA HQ HJ H8 H7 D9 D7]    ,[CQ DK],Null,1.0,4,1,0,0,0,0,0,0
 [SK SQ ST S8 HT H8 DK DJ D8 D7]    ,[CA CT],Null,0.1,2,1,5,0,0,3,2,0
 [CT C9 C8 SK S9 S8 H9 H7 D9 D8]    ,[CJ DJ],Null,0.05,1,0,4,0,1,2,0,1
 [CQ C9 S8 HQ HJ H9 H8 DJ DT D7]    ,[SA SQ],Null,0.05,0,0,5,1,2,1,1,1
 [CQ CJ C9 C7 ST S7 H9 H8 H7 D7]    ,[SQ DK],Null,0.65,3,0,1,0,0,1,0,0
 [CK CQ C9 C8 S8 DQ DJ D9 D8 D7]    ,[SA DK],Null,0.5,2,1,3,1,2,1,0,0
 [CT SA S9 HA HQ H8 H7 D9 D8 D7]    ,[CK HJ],Null,0.05,2,0,3,0,1,2,0,0
 [C9 SQ SJ ST S7 HQ HT H9 H7 D8]    ,[DK DJ],Null,0.1,1,0,3,1,1,1,0,1
 [CQ CT C8 ST HJ H7 DA DQ D9 D7]    ,[CK S9],Null,0.15,0,0,7,0,3,1,1,2
 [S7 HJ H9 H7 DA DK DT D9 D8 D7]    ,[CQ HA],Null,1.0,4,1,0,0,0,0,0,0
 [CK CQ SJ S7 HT DA DK DQ D9 D7]    ,[ST HK],Null,0.05,0,0,5,0,2,1,1,1
 [SK SQ ST S7 H9 H8 DA DJ D9 D7]    ,[CK HT],Null,0.2,1,1,4,0,0,2,1,1
 [CA CT C8 C7 SA SK ST S7 D8 D7]    ,[H8 DA],Null,0.3,2,1,4,0,1,3,0,0
 [C8 C7 SQ HA HQ HJ HT H9 DT D7]    ,[C9 S9],Null,0.05,1,0,4,0,0,1,2,1
 [CA CQ CT C8 S9 S8 S7 DQ D8 D7]    ,[HJ H8],Null,0.1,2,1,5,0,4,0,0,1
 [SA SK SQ SJ ST S8 S7 H8 D9 D7]    ,[CA HK],Null,1.0,3,1,1,1,0,0,1,0
 [CA CQ C7 S8 S7 HJ HT H7 DT D8]    ,[CK H8],Null,0.05,2,0,4,0,2,0,0,2
 [SA SK SQ S9 S8 HJ HT H9 H7 D9]    ,[C9 DQ],Null,0.2,2,1,3,0,0,2,0,1
 [CQ C9 C8 ST HQ HJ HT H8 H7 D7]    ,[SA DK],Null,0.05,2,0,3,0,2,1,0,0
 [CT C9 C7 SQ ST HK HQ DK DQ D8]    ,[HJ DJ],Null,0.05,1,0,7,0,0,2,2,3
 [CQ CT C8 HA HQ H9 H8 DA DJ D8]    ,[S9 DQ],Null,0.05,1,1,9,0,3,0,3,3
 [CK CJ CT C7 HT H9 H8 H7 DK DT]    ,[SA SQ],Null,0.05,2,1,3,0,1,0,0,2
 [SA SQ S8 S7 HK HJ H9 H8 DK D8]    ,[CQ DQ],Null,0.1,1,1,5,0,0,2,1,2
 [CK CQ C9 SA ST HK HJ HT H9 D8]    ,[S9 D7],Null,0.05,1,0,7,1,3,2,2,0
 [CA C9 SQ ST H9 H8 DQ DJ D8 D7]    ,[CQ S8],Null,0.05,1,0,5,0,2,2,1,0
 [C8 C7 SK ST S9 S8 S7 H8 DT D8]    ,[CK HQ],Null,0.7,2,0,3,1,0,0,1,2
 [CK CT C9 SQ SJ S9 H7 DK DJ D9]    ,[ST H9],Null,0.05,1,0,8,0,3,2,0,3
 [SJ S9 S8 S7 HT H9 DA DK DJ D7]    ,[CT SQ],Null,0.05,2,1,5,0,0,0,2,3
 [CA CK C8 C7 SJ ST S8 H7 D9 D8]    ,[HK DA],Null,0.1,1,0,5,0,2,2,0,1
 [C8 C7 ST S7 HT H9 H8 H7 DT D9]    ,[CQ SK],Null,0.3,2,0,3,0,0,1,0,2
 [C9 ST S9 S7 H8 DK DQ DJ D9 D8]    ,[CA HK],Null,0.25,1,0,3,1,1,0,1,1
 [CK CT C9 S8 H9 H8 H7 D9 D8 D7]    ,[CQ SA],Null,0.05,2,0,4,1,3,1,0,0
 [CA CJ CT C8 C7 S8 H9 DJ DT D7]    ,[S9 HQ],Null,0.3,1,0,3,1,0,1,1,1
 [C9 C7 SK SJ S8 DA DK DT D8 D7]    ,[HK HQ],Null,0.05,3,1,3,0,0,3,0,0
 [CA CK C9 C8 C7 SQ SJ S8 H8 D9]    ,[HK HQ],Null,0.1,1,0,5,1,0,3,1,1
 [CT C9 C8 SQ ST HQ H8 DJ D8 D7]    ,[S9 HT],Null,0.05,1,0,5,0,1,2,2,0
 [ST S9 HK HQ HJ HT H9 H8 DT D9]    ,[CQ SK],Null,0.05,1,1,5,0,0,2,1,2
 [CJ C7 S9 S8 HQ HJ H8 H7 DK DT]    ,[CQ HK],Null,0.05,1,0,4,0,1,1,0,2
 [CQ CJ CT C9 SQ S9 HK HJ HT H7]    ,[ST DT],Null,0.05,1,1,5,0,2,2,1,0
 [C7 SA SK SQ SJ S9 S8 S7 H9 DT]    ,[CK HK],Null,0.1,2,0,2,0,0,0,1,1
 [CA C9 C8 C7 S9 S8 S7 H9 DT D7]    ,[HK HJ],Null,0.45,1,0,3,0,1,0,1,1
 [CA CK CT C8 SA SK ST S8 S7 H7]    ,[CQ D7],Null,0.15,3,1,3,0,3,0,0,0
 [CK CQ C9 C8 C7 SK S7 HK H9 D7]    ,[DA DQ],Null,0.05,2,0,3,0,0,1,2,0
 [C7 ST S9 S8 S7 HK HT H9 H8 D8]    ,[CK D7],Null,0.4,3,0,1,1,0,0,1,0
 [CA CQ CT C9 C8 C7 H8 H7 D8 D7]    ,[SA DK],Null,1.0,4,1,0,0,0,0,0,0
 [C9 C8 SJ S9 HQ H9 H8 H7 DT D8]    ,[C7 DQ],Null,0.2,2,0,4,0,0,2,0,2
 [C8 C7 SA SQ ST S8 S7 DK DJ D8]    ,[CK HK],Null,0.1,3,1,3,0,0,0,0,3
 [CQ SK SJ S9 S7 HK HT H7 D9 D7]    ,[CK DA],Null,0.05,2,0,3,0,1,0,2,0
 [CQ C7 SK S7 HT H9 H7 DJ D9 D7]    ,[CA HJ],Null,0.05,2,0,2,0,1,1,0,0
 [CQ CJ C9 C8 SQ S9 S7 DK DT D7]    ,[C7 DA],Null,0.4,2,1,3,0,0,1,0,2
 [CQ CJ CT C9 C7 SQ S7 HT H8 D9]    ,[DA DK],Null,0.15,1,0,4,0,0,1,2,1
 [C8 S9 HA HQ HT H9 H7 DT D9 D7]    ,[CQ CJ],Null,0.45,2,0,2,1,1,1,0,0
 [C9 HK HQ HJ HT H9 H7 DK D9 D7]    ,[CA ST],Null,0.3,2,1,2,0,1,0,0,1
 [CT C9 SQ ST S7 HT H9 H7 D9 D8]    ,[CA CK],Null,0.05,1,0,5,0,2,2,0,1
 [CQ CJ CT C9 C8 C7 DQ DT D9 D7]    ,[ST S9],Null,1.0,4,2,0,0,0,0,0,0
 [CT ST S8 HQ HT H9 H8 H7 D9 D8]    ,[CQ S9],Null,0.15,1,0,3,0,1,1,0,1
 [SA SK ST S8 HQ HT H7 DQ D8 D7]    ,[CK DA],Null,0.2,1,1,7,0,0,4,2,1
 [C9 C8 C7 ST S9 S8 H9 H8 DJ D9]    ,[DK DT],Null,0.05,1,0,4,0,0,1,1,2
 [CQ CT SA SQ S8 S7 H8 H7 D9 D8]    ,[CA H9],Null,0.1,1,0,5,0,2,2,0,1
 [CA CQ CT C8 C7 S8 S7 H8 DJ D7]    ,[HQ HT],Null,0.45,2,0,2,1,0,0,1,1
 [CK CJ CT C7 S8 HK HQ H9 H8 H7]    ,[SK DQ],Null,0.5,2,1,2,1,1,1,0,0
 [SQ ST S7 HQ HT H8 DT D9 D8 D7]    ,[CA CJ],Null,0.05,2,1,5,0,0,2,3,0
 [CQ CJ SA SQ S9 S8 H9 H8 DQ D8]    ,[HQ DJ],Null,0.05,0,0,8,0,2,3,1,2
 [C9 C7 SK S9 S8 S7 HQ H9 H7 D8]    ,[SJ HJ],Null,1.0,3,0,1,1,0,0,0,1
 [C9 C7 SJ S8 S7 HT H8 D9 D8 D7]    ,[CA HJ],Null,0.2,3,0,2,0,0,0,2,0
 [C9 C8 SJ S8 S7 HQ HJ HT H9 D8]    ,[CA DT],Null,0.05,1,0,4,1,1,0,2,1
 [CA CK CQ C9 C7 S9 S8 H7 DT D7]    ,[HA DK],Null,0.3,1,0,3,0,1,1,0,1
 [CK CQ C8 C7 S7 H8 DQ DJ D9 D7]    ,[HK HQ],Null,0.45,2,0,2,1,1,0,1,0
 [CA CK C9 C8 S9 S8 HJ HT H9 H7]    ,[DK D9],Null,0.2,2,1,4,0,3,1,0,0
 [CQ CT C9 C8 S8 S7 HT H7 DT D9]    ,[DJ D8],Null,0.25,1,0,3,0,1,0,1,1
 [CK CJ S9 S8 S7 H9 DA DQ D9 D7]    ,[HA HK],Null,0.05,1,0,5,0,2,0,1,2
 [CQ C8 SK S9 S8 S7 H7 D9 D8 D7]    ,[CT HA],Null,0.15,3,0,2,0,2,0,0,0
 [C9 C7 S8 S7 HA HQ H9 H8 DT D7]    ,[CJ DJ],Null,0.15,2,0,4,0,0,0,3,1
 [CA CT C9 SQ HQ HJ H9 H8 H7 D7]    ,[CQ S9],Null,0.05,2,0,4,0,3,1,0,0
 [CT C7 SK ST S9 S8 S7 H8 H7 DT]    ,[HK D9],Null,0.4,2,0,2,0,1,0,0,1
 [CT C8 S9 S7 HA HK HJ H8 H7 D8]    ,[DA DK],Null,0.85,2,0,3,1,2,0,0,1
 [S9 S8 HK HQ H8 H7 DA DQ D9 D8]    ,[CK SA],Null,0.2,1,1,5,0,0,1,1,3
 [CA CQ CJ C7 S8 S7 H8 H7 DT D9]    ,[CT SQ],Null,0.4,2,0,3,0,1,0,0,2
 [CK CJ C8 C7 HT H9 DQ DT D9 D8]    ,[CA ST],Null,0.25,2,1,3,0,0,0,2,1
 [CA CQ C9 C8 S8 HJ H8 DT D9 D7]    ,[HK D8],Null,0.15,1,0,6,1,3,1,2,0
 [CQ C8 C7 SA SQ S9 S7 HJ HT D8]    ,[DA DQ],Null,0.05,0,0,6,1,1,2,2,1
 [CT C9 SJ ST S8 S7 DJ DT D9 D8]    ,[HK H7],Null,0.2,2,1,3,0,2,0,0,1
 [C8 ST HK HT H9 DA DK DT D8 D7]    ,[CT HQ],Null,0.1,1,0,5,1,1,1,3,0
 [C9 SA S9 S8 S7 H8 DJ DT D8 D7]    ,[HK HT],Null,0.5,1,0,3,1,1,1,1,0
 [CA CQ C9 C7 SJ S8 HT H8 DT D9]    ,[SA HK],Null,0.1,0,0,8,0,2,2,2,2
 [CQ C8 S8 HK H8 H7 DK DT D9 D7]    ,[CJ SK],Null,0.1,1,0,4,1,2,1,1,0
 [CQ C9 SJ S7 HK H7 DK DQ DJ D7]    ,[SQ H9],Null,0.05,0,0,6,0,2,1,1,2
 [SA ST S8 S7 HQ H9 DQ DT D9 D8]    ,[CQ SJ],Null,0.05,2,1,3,0,0,0,2,1
 [CT C8 C7 SQ S9 S7 HT H9 H8 H7]    ,[SJ DJ],Null,1.0,4,1,0,0,0,0,0,0
 [C8 SA SJ S9 S7 HT DK DJ D8 D7]    ,[CA HQ],Null,0.2,1,0,3,1,1,1,1,0
 [CA CK CQ C8 C7 SJ S9 H8 DT D8]    ,[HK D9],Null,0.2,0,0,5,1,1,2,1,1
 [CQ C8 C7 SK SQ S9 S7 HK H9 H7]    ,[DA DQ],Null,0.2,1,1,3,0,1,1,1,0
 [CK CT C8 S9 HQ H9 H8 DT D8 D7]    ,[CQ HJ],Null,0.05,1,0,5,0,3,1,1,0
 [CT C9 C8 S8 HT H8 H7 DK D9 D8]    ,[CK DJ],Null,0.1,1,0,4,1,1,1,0,2
 [CT C9 S9 HA HJ H9 H8 H7 D8 D7]    ,[C8 DA],Null,0.3,2,0,2,0,1,1,0,0
 [SK ST HJ H8 H7 DA DK DQ D9 D7]    ,[CK CQ],Null,0.05,2,1,3,0,0,2,0,1
 [CA CQ C9 C7 S9 S7 HT H9 D8 D7]    ,[HK DA],Null,0.1,2,0,4,0,2,0,2,0
 [CQ CJ CT C7 SJ ST S7 HT DQ D7]    ,[H9 H8],Null,0.2,0,0,4,0,1,1,1,1
 [CA CQ CT C8 C7 S8 S7 H7 D8 D7]    ,[CJ SA],Null,1.0,4,0,0,0,0,0,0,0
 [CA CT C9 C8 C7 ST S9 S8 S7 D7]    ,[HJ DA],Null,1.0,4,1,0,0,0,0,0,0
 [C8 SQ ST HQ HJ HT H8 H7 DK DT]    ,[C7 S9],Null,0.05,2,0,4,1,0,2,0,2
 [CJ C9 HQ H9 H8 H7 DQ DJ D9 D7]    ,[CK ST],Null,0.15,3,1,2,0,2,0,0,0
 [CQ CT S8 HQ H8 H7 DK DQ DT D8]    ,[C9 DA],Null,0.05,0,0,7,1,2,1,1,3
 [CA CQ C8 C7 SK S9 S8 H8 D9 D7]    ,[SA HJ],Null,0.25,1,0,5,1,2,2,1,0
 [CK CT C9 C7 S9 S8 HA HQ HT H8]    ,[SQ HK],Null,0.15,2,1,4,0,0,1,3,0
 [CA CK CQ CJ C9 C7 HQ H8 H7 D7]    ,[SK ST],Null,0.85,3,1,1,0,0,0,1,0
 [SK SQ S9 S7 HT H9 H7 DT D8 D7]    ,[CK CJ],Null,0.85,3,1,1,0,0,1,0,0
 [SK ST S7 H8 H7 DA DJ D9 D8 D7]    ,[CA CK],Null,0.1,3,1,2,0,0,2,0,0
 [CQ C8 SA SK SJ S9 HQ HT H8 D9]    ,[C9 SQ],Null,0.05,0,0,9,0,2,3,3,1
 [SK S8 S7 HT H9 H8 H7 DT D9 D7]    ,[CA SA],Null,0.55,3,1,1,0,0,1,0,0
 [C9 C8 SK SQ S8 S7 HQ H9 DT D8]    ,[HA HJ],Null,0.1,0,0,6,0,1,1,2,2
 [CQ C9 C8 C7 ST S9 H9 DQ D9 D7]    ,[HQ H8],Null,0.25,1,0,4,0,0,2,1,1
 [CK CT C7 SK ST S8 DK DT D9 D8]    ,[SQ HK],Null,0.1,1,1,6,0,2,3,0,1
 [S9 HQ HJ HT H9 H7 DK DQ D8 D7]    ,[CA SQ],Null,0.3,2,1,2,0,0,1,0,1
 [CA CK CT C8 C7 ST H8 DT D8 D7]    ,[SK SQ],Null,0.1,2,0,2,1,0,1,1,0
 [S7 HK HQ H8 H7 DK DQ DT D8 D7]    ,[SJ HJ],Null,1.0,4,1,0,0,0,0,0,0
 [CK C9 C7 SK SJ ST S9 S7 HQ D7]    ,[HK DK],Null,0.05,2,0,2,0,1,0,1,0
 [CK CQ C8 SQ SJ ST H9 H7 D8 D7]    ,[C9 SK],Null,0.05,2,0,6,0,3,3,0,0
 [CT C8 C7 SK S8 S7 HA HQ HT H8]    ,[C9 D9],Null,0.1,2,1,5,0,0,1,4,0
 [C9 C8 S8 S7 HQ HT H9 H8 D9 D7]    ,[CA DQ],Null,0.2,2,0,2,0,1,0,1,0
 [SK SQ ST S8 HA HK HJ H8 H7 D8]    ,[DQ D9],Null,0.1,2,1,4,1,0,3,0,1
 [CQ C8 S9 S8 HQ H9 H8 H7 DQ D9]    ,[CJ SK],Null,0.05,1,0,5,0,2,1,0,2
 [C9 C7 S9 H9 H8 DK DQ DT D8 D7]    ,[CQ HT],Null,0.35,2,0,2,0,0,1,1,0
 [CA CK CQ CT C7 S7 HK HJ H8 H7]    ,[SQ DA],Null,0.55,3,1,2,0,2,0,0,0
 [S9 HK HQ HT H8 DK DJ D9 D8 D7]    ,[S7 H9],Null,0.55,2,1,2,0,0,1,1,0
 [C7 S9 S8 HK HJ HT H9 H7 D8 D7]    ,[CK SK],Null,0.5,3,0,1,0,0,1,0,0
 [CQ CT ST S9 S8 S7 HQ HJ H8 H7]    ,[CA CK],Null,0.05,3,1,2,0,2,0,0,0
 [C8 SQ ST S7 HA H9 H8 H7 DT D7]    ,[CQ DA],Null,0.25,0,0,5,1,1,2,1,1
 [CK CQ CJ C8 C7 ST S7 H8 DQ D8]    ,[DJ DT],Null,0.2,1,0,4,1,0,1,1,2
 [CK CJ CT C9 C7 S7 HK HJ H8 H7]    ,[SJ DT],Null,1.0,4,1,0,0,0,0,0,0
 [ST S7 HK H9 H7 DA DK DJ D8 D7]    ,[CA CT],Null,0.4,2,1,2,0,0,1,1,0
 [CA CK C8 C7 SQ SJ ST S7 H8 H7]    ,[DA D9],Null,0.2,2,1,3,0,2,1,0,0
 [CQ C9 SJ S8 HK HT H8 H7 DT D9]    ,[S9 DA],Null,0.05,1,0,6,0,2,2,0,2
 [CQ CT SK SJ S9 S8 HJ DQ D8 D7]    ,[HQ H9],Null,0.05,0,0,5,0,2,1,1,1
 [CK CQ C9 C8 ST S8 H8 DT D9 D8]    ,[HJ HT],Null,0.05,0,0,6,1,2,2,1,1
 [C8 SQ SJ S8 S7 HA HT H8 H7 D7]    ,[CJ DK],Null,0.95,2,0,2,1,1,0,1,0
 [CK CQ C8 C7 SA SK ST S7 DT D8]    ,[H9 D9],Null,0.25,1,1,5,0,1,3,0,1
 [C8 C7 SQ SJ S7 HK H9 DJ D9 D8]    ,[CK HJ],Null,0.1,1,0,5,0,0,2,2,1
 [CT C7 S8 S7 HA HK H9 H8 H7 D8]    ,[SA DQ],Null,1.0,2,0,2,1,1,0,0,1
 [SQ S9 HK HQ HJ H7 DK DJ D8 D7]    ,[CQ C8],Null,0.05,2,1,4,0,0,2,2,0
 [CT C7 HJ HT H9 H8 DQ DT D8 D7]    ,[CK S8],Null,0.25,2,1,2,0,1,0,1,0
 [CK CT C8 C7 SQ S8 HK HJ HT H7]    ,[SA DK],Null,0.05,2,1,3,0,0,2,1,0
 [ST S7 HJ HT H9 H8 H7 DQ D9 D7]    ,[CA CQ],Null,0.55,2,1,2,0,0,1,0,1
 [C9 C7 HA HQ HT H8 H7 DQ DT D7]    ,[CQ SQ],Null,0.45,3,1,2,0,0,0,0,2
 [CK CT C7 S8 S7 HT H8 DK D9 D8]    ,[HJ DJ],Null,0.05,1,0,6,0,2,0,2,2
 [CA CK CQ CJ C9 C7 S7 HQ H9 D8]    ,[DK DQ],Null,0.25,2,0,3,1,0,0,2,1
 [CK C9 C7 SK ST S7 HK HJ H9 D8]    ,[CT DQ],Null,0.05,0,0,7,1,1,2,3,1
 [CJ CT C9 C8 C7 SQ ST S8 S7 H9]    ,[DA DT],Null,0.5,3,1,1,0,0,0,1,0
 [CK CQ C9 C7 SQ ST S9 S7 DT D7]    ,[HK HQ],Null,0.7,2,1,2,0,1,0,0,1
 [C8 S8 HQ HJ H9 H7 DA DT D9 D8]    ,[CJ CT],Null,0.25,1,0,4,2,1,1,0,2
 [CQ CJ CT C8 C7 H8 DA DK D9 D7]    ,[SQ H9],Null,0.5,2,1,3,1,0,0,1,2
 [CQ CT C9 C8 ST S8 HQ HT H9 H7]    ,[DQ DT],Null,0.25,2,1,3,0,1,2,0,0
 [SA SJ ST S8 S7 HK HJ H9 H7 D8]    ,[DK DT],Null,1.0,3,1,1,1,0,0,0,1
 [CT C8 SJ S7 H8 H7 DQ DT D8 D7]    ,[CA CQ],Null,0.3,2,0,3,0,2,1,0,0
 [CJ C8 S9 S7 HK HQ HT H9 H8 D9]    ,[CT DK],Null,0.1,1,0,4,0,2,0,1,1
 [CT C7 HK HQ HJ H9 H7 DQ DT D7]    ,[CA SQ],Null,0.2,2,1,3,0,1,0,0,2
 [C9 C7 S8 HA HK HQ HT H9 H7 D7]    ,[CJ SA],Null,1.0,3,0,1,1,0,1,0,0
 [C9 C8 ST S8 S7 HQ HJ H9 H8 H7]    ,[CK DK],Null,0.45,3,1,1,0,1,0,0,0
 [C8 S7 HQ HJ H8 H7 DA DT D9 D7]    ,[CA SQ],Null,0.95,2,0,2,1,1,0,0,1
 [CT SQ S9 S8 S7 HA HQ H9 DK DT]    ,[C9 SJ],Null,0.05,1,0,6,0,1,0,3,2
 [CK C7 SQ S9 HA HT H8 H7 D8 D7]    ,[CQ CJ],Null,0.1,1,0,4,0,1,2,1,0
 [CQ CT C9 C7 SK SJ ST S7 H8 D9]    ,[DA D8],Null,0.35,1,0,3,1,0,1,1,1
 [C7 SQ S8 S7 HK H8 DQ DJ D9 D8]    ,[ST HQ],Null,0.1,2,0,3,0,0,0,2,1
 [SJ S9 S8 HA HT H8 H7 DK D9 D7]    ,[CK CT],Null,0.15,1,1,3,0,0,1,1,1
 [C9 C8 SQ S8 S7 DA DQ DJ DT D8]    ,[CQ HA],Null,0.05,1,1,4,0,1,1,0,2
 [CK CJ C8 HQ H8 H7 DA DQ DT D7]    ,[CT ST],Null,0.05,1,1,7,0,3,0,1,3
 [CA CK C9 C8 SQ S7 H7 DT D8 D7]    ,[CQ ST],Null,0.2,2,0,3,0,2,1,0,0
 [SA SK SJ S9 S7 HK HT H9 H8 D8]    ,[CQ DQ],Null,0.15,2,1,2,1,0,0,1,1
 [CA CJ CT C8 C7 S8 S7 HQ H8 H7]    ,[SK DA],Null,0.85,3,1,1,0,0,0,1,0
 [C7 ST HA H8 H7 DA DK DQ D9 D8]    ,[CQ SJ],Null,0.05,1,0,4,0,0,1,1,2
 [C9 SK SQ SJ S8 S7 H9 H7 D8 D7]    ,[HK DA],Null,0.5,3,0,1,0,1,0,0,0
 [SK SQ ST S8 S7 HK HQ H9 H8 H7]    ,[C9 HJ],Null,1.0,4,2,0,0,0,0,0,0
 [CA CQ CT C9 C7 S7 HQ H8 DQ D9]    ,[SJ HK],Null,0.1,2,0,4,0,0,0,2,2
 [C8 C7 SJ S9 HA H9 H8 H7 DJ D7]    ,[S8 DT],Null,0.55,1,0,4,0,0,2,1,1
 [SK SQ ST S8 S7 H7 DK DT D8 D7]    ,[CA SA],Null,1.0,4,1,0,0,0,0,0,0
 [CK CT C9 C8 C7 H8 DK DT D8 D7]    ,[CA CJ],Null,1.0,3,1,1,1,0,0,1,0
 [C8 SA ST S8 S7 H8 DA DT D8 D7]    ,[HQ H9],Null,0.8,0,0,4,2,1,1,1,1
 [CT C9 SJ S9 S8 S7 DK DJ D9 D7]    ,[CA HQ],Null,0.3,3,1,2,0,2,0,0,0
 [CJ SQ S9 S7 HT H8 DK DT D8 D7]    ,[CT HA],Null,0.1,1,0,4,0,1,1,2,0
 [C8 SQ S7 HQ H7 DK DJ DT D8 D7]    ,[SK HK],Null,0.05,1,0,3,1,1,1,1,0
 [CK CQ CJ C9 C8 HT H9 H7 DT D8]    ,[SK ST],Null,0.2,2,1,3,0,1,0,0,2
 [CQ CJ CT C8 SQ SJ S8 H7 DK D7]    ,[HT DQ],Null,0.05,1,0,6,0,2,3,0,1
 [CA CJ C7 HK H9 H8 DQ DJ D9 D7]    ,[CK SQ],Null,0.05,2,1,4,0,2,0,2,0
 [CQ CJ C7 ST S7 HT H8 DK DJ D7]    ,[CK HQ],Null,0.05,0,0,7,0,2,1,2,2
 [C9 C8 ST S7 H7 DA DJ D9 D8 D7]    ,[SA HQ],Null,0.65,2,0,2,0,1,1,0,0
 [CK C9 C8 C7 S8 S7 HA HQ HT H9]    ,[SK DQ],Null,0.05,3,1,4,0,0,0,4,0
 [CK CJ CT C9 C8 SK ST S9 S7 D7]    ,[HK DK],Null,0.3,3,1,1,0,1,0,0,0
 [CA CT C8 C7 ST S9 S8 S7 DT D9]    ,[HQ HJ],Null,0.15,2,1,3,0,1,0,0,2
 [CK CQ CJ CT C9 C8 S7 DQ D9 D8]    ,[SQ DJ],Null,0.5,2,1,2,0,1,0,0,1
 [CQ C9 C8 C7 S7 HQ H9 H8 DQ DT]    ,[SA SQ],Null,0.05,2,0,4,0,0,0,2,2
 [CA CQ CT C8 C7 SK HK HT H9 H7]    ,[SQ DA],Null,0.05,3,1,1,0,0,1,0,0
 [SJ ST S9 H9 H8 H7 DK DT D9 D7]    ,[CQ SA],Null,0.1,3,1,2,0,0,2,0,0
 [CA CQ CT SK ST S7 HQ H9 H7 D9]    ,[C9 HA],Null,0.05,0,0,7,0,3,2,1,1
 [CA CK C9 C8 C7 SK SJ S9 H7 DK]    ,[HQ H9],Null,0.05,2,0,4,0,0,3,0,1
 [CQ CJ C8 C7 H8 H7 DT D9 D8 D7]    ,[S9 HA],Null,1.0,4,1,0,0,0,0,0,0
 [CQ CJ CT C8 S9 HK HT D9 D8 D7]    ,[SK HJ],Null,0.05,1,0,5,0,2,1,2,0
 [SK S8 HK HQ HT H9 H7 DK D8 D7]    ,[CA CQ],Null,0.05,2,1,3,0,0,2,0,1
 [C9 S9 S7 HQ HT H7 DQ DT D8 D7]    ,[CA DA],Null,0.35,2,0,3,0,1,0,2,0
 [CK CJ C8 C7 S7 H8 DT D9 D8 D7]    ,[SA SQ],Null,1.0,3,0,1,1,0,0,1,0
 [C8 S9 S7 HT H9 H7 DQ DT D8 D7]    ,[CQ CJ],Null,0.95,3,0,1,1,1,0,0,0
 [C8 C7 S9 S8 S7 HT H9 DK D9 D7]    ,[C9 HA],Null,0.15,2,0,3,0,0,0,2,1
 [CA CT C9 C8 C7 SQ ST S9 S7 H7]    ,[CJ HQ],Null,1.0,4,1,0,0,0,0,0,0
 [CA CQ CT C9 C8 SJ ST S8 S7 H7]    ,[HK DQ],Null,0.25,3,1,1,0,1,0,0,0
 [CT S9 HA HQ HJ H8 H7 DT D9 D7]    ,[CQ SA],Null,0.1,2,0,2,0,1,1,0,0
 [CA CQ CT C7 S7 H9 H7 DQ DT D9]    ,[SQ DA],Null,0.15,2,0,6,0,3,0,0,3
