Cards,JacksMask,TrumpCount,Aces,Tens,AttachedTens,BlankTens,MaxSuitLen,TenKingSmall,SkatFulls,SkatCards,SkatPoints,WinProb,PlayedCards,DiscardedCards,PostJacksMask,PostTrumpCount,PostAces,PostTens,PostAttachedTens,PostTenKingSmall,PostSkatFulls
[HJ DJ CT CK C8 ST S9 S8 D9 D7],HD,5,0,1,0,0,3,0,0,[SA H8],11,0.0000,[HJ DJ CT CK C8 ST S9 S8 D9 D7],,-,-,-,-,-,-,-
[HJ DJ CT CQ C9 HK HQ H9 DQ D7],HD,5,0,0,0,0,3,0,0,[HA H8],11,0.0000,[HJ DJ CT CQ C9 HK HQ H9 DQ D7],,-,-,-,-,-,-,-
[SJ CQ C8 SA S9 S7 HK HQ DA D8],S,3,2,0,0,0,3,0,0,[DJ S8],2,0.0000,[SJ CQ C8 SA S9 S7 HK HQ DA D8],,-,-,-,-,-,-,-
[DJ CT CQ C9 ST S7 H9 H7 DT D9],D,4,0,2,0,0,3,0,0,[SQ HT],13,0.0000,[DJ CT CQ C9 ST S7 H9 H7 DT D9],,-,-,-,-,-,-,-
[HJ C9 SA S8 S7 HK H9 DK D9 D7],H,2,1,0,0,0,3,0,0,[CJ CK],6,0.0000,[HJ C9 SA S8 S7 HK H9 DK D9 D7],,-,-,-,-,-,-,-
[SJ C8 C7 S8 HA HT HK H8 H7 DA],S,3,2,1,1,0,5,1,0,[SK D8],4,0.0000,[SJ C8 C7 S8 HA HT HK H8 H7 DA],,-,-,-,-,-,-,-
[DJ CA CQ SK SQ S9 HK H9 H7 DA],D,3,1,0,0,0,3,0,0,[CT C7],10,0.0000,[DJ CA CQ SK SQ S9 HK H9 H7 DA],,-,-,-,-,-,-,-
[HJ CA CK C9 SA HK H9 H8 H7 D8],H,4,1,0,0,0,4,0,0,[HT DA],21,0.0000,[HJ CA CK C9 SA HK H9 H8 H7 D8],,-,-,-,-,-,-,-
[HJ DJ CA C8 SQ S8 HT HK DK D9],HD,4,0,1,0,0,2,0,0,[SJ H8],2,0.0000,[HJ DJ CA C8 SQ S8 HT HK DK D9],,-,-,-,-,-,-,-
[DJ C8 ST S7 HA HK DA DK D8 D7],D,2,2,1,0,0,4,0,0,[CK SQ],7,0.0000,[DJ C8 ST S7 HA HK DA DK D8 D7],,-,-,-,-,-,-,-
[HJ CA CT C9 SA ST S9 HA DT D9],H,4,2,2,1,0,3,0,0,[DJ CQ],5,0.1500,[HJ CA CT C9 SA ST S9 HA DT D9],,-,-,-,-,-,-,-
[CJ C7 SA ST SK S9 S8 DQ D9 D7],C,2,1,1,1,0,5,1,0,[SJ DA],13,0.0000,[CJ C7 SA ST SK S9 S8 DQ D9 D7],,-,-,-,-,-,-,-
[CJ SJ CK CQ C8 ST S7 H8 H7 DQ],CS,5,0,1,0,0,3,0,0,[HJ SA],13,0.0000,[CJ SJ CK CQ C8 ST S7 H8 H7 DQ],,-,-,-,-,-,-,-
[CA CT CK C9 SA HA HT HK H7 DT],-,4,2,2,1,1,4,1,0,[C8 S9],0,0.0500,[CA CT CK C9 SA HA HT HK H7 DT],,-,-,-,-,-,-,-
[HJ CQ C7 S9 S8 HT HQ DK DQ D9],H,3,0,1,0,0,3,0,0,[DJ D8],2,0.0000,[HJ CQ C7 S9 S8 HT HQ DK DQ D9],,-,-,-,-,-,-,-
[CJ CA C7 SA SK S9 S7 H9 H7 DT],C,3,1,1,0,1,4,0,0,[SJ DQ],5,0.0000,[CJ CA C7 SA SK S9 S7 H9 H7 DT],,-,-,-,-,-,-,-
[SJ CT CK C8 SA SQ S8 HA DA DQ],S,4,3,0,0,0,3,0,0,[CJ HJ],4,0.1000,[SJ CT CK C8 SA SQ S8 HA DA DQ],,-,-,-,-,-,-,-
[CJ SJ CT C9 SA S7 HA H9 DQ D9],CS,4,2,0,0,0,2,0,0,[CQ HQ],6,0.1000,[CJ SJ CT C9 SA S7 HA H9 DQ D9],,-,-,-,-,-,-,-
[CJ SJ CK CQ SA SQ S8 DT DK D7],CS,4,1,1,0,0,3,1,0,[C8 HA],11,0.0000,[CJ SJ CK CQ SA SQ S8 DT DK D7],,-,-,-,-,-,-,-
[CJ SJ CA HK HQ H9 DT DK D9 D8],CS,3,0,1,0,0,4,1,0,[HJ C7],2,0.0000,[CJ SJ CA HK HQ H9 DT DK D9 D8],,-,-,-,-,-,-,-
[HJ CA C7 ST SQ S9 HA HK HQ D9],H,3,1,1,0,0,3,0,0,[SK D7],4,0.0000,[HJ CA C7 ST SQ S9 HA HK HQ D9],,-,-,-,-,-,-,-
[CT C9 C7 SK HQ H9 H8 H7 DT D9],-,3,0,1,0,0,4,0,0,[CA DQ],14,0.0000,[CT C9 C7 SK HQ H9 H8 H7 DT D9],,-,-,-,-,-,-,-
[CJ SJ HJ CQ SA ST S8 HA HT H7],CSH,4,2,2,2,0,3,0,0,[S9 S7],0,0.9500,[CJ SJ HJ CQ SA ST S8 HA HT H7],,-,-,-,-,-,-,-
[CJ SJ CK C9 C8 S9 S8 H8 D8 D7],CS,5,0,0,0,0,3,0,0,[SA H9],11,0.0000,[CJ SJ CK C9 C8 S9 S8 H8 D8 D7],,-,-,-,-,-,-,-
[CJ DJ CT C8 SQ S9 HT H8 DT DQ],CD,4,0,2,0,0,2,0,0,[SK S8],4,0.0000,[CJ DJ CT C8 SQ S9 HT H8 DT DQ],,-,-,-,-,-,-,-
[SJ CK SA ST SQ S9 HT HQ D9 D8],S,2,1,2,1,0,4,0,0,[CA D7],11,0.0000,[SJ CK SA ST SQ S9 HT HQ D9 D8],,-,-,-,-,-,-,-
[C8 C7 SA ST S8 HA HQ H9 H7 DQ],-,2,2,1,1,0,4,0,0,[HK DA],15,0.0000,[C8 C7 SA ST S8 HA HQ H9 H7 DQ],,-,-,-,-,-,-,-
[CJ SJ DJ C8 C7 S9 S8 HK HQ DT],CSD,5,0,1,0,1,2,0,0,[DQ D9],3,0.0000,[CJ SJ DJ C8 C7 S9 S8 HK HQ DT],,-,-,-,-,-,-,-
[CA C7 SA ST SK S9 HQ H8 DT DK],-,2,1,2,1,0,4,1,0,[CJ H7],2,0.0000,[CA C7 SA ST SK S9 HQ H8 DT DK],,-,-,-,-,-,-,-
[CJ DJ C8 SK S9 H9 DA DT D9 D7],CD,3,1,1,1,0,4,0,0,[HT HQ],13,0.0000,[CJ DJ C8 SK S9 H9 DA DT D9 D7],,-,-,-,-,-,-,-
[CJ SJ HJ C7 HA H7 DA DQ D9 D8],CSH,4,2,0,0,0,4,0,0,[CA DT],21,0.7500,[CJ SJ HJ C7 HA H7 DA DQ D9 D8],,-,-,-,-,-,-,-
[CJ CA CT C7 SK SQ S9 HQ DA D8],C,4,1,0,0,0,3,0,0,[SJ HJ],4,0.0000,[CJ CA CT C7 SK SQ S9 HQ DA D8],,-,-,-,-,-,-,-
[SJ CA C9 SK SQ S9 H8 DA D8 D7],S,3,1,0,0,0,3,0,0,[C8 H9],0,0.0000,[SJ CA C9 SK SQ S9 H8 DA D8 D7],,-,-,-,-,-,-,-
[HJ CT CK CQ SK SQ HQ H8 H7 DA],H,4,1,0,0,0,3,0,0,[C8 S8],0,0.0000,[HJ CT CK CQ SK SQ HQ H8 H7 DA],,-,-,-,-,-,-,-
[CJ SJ DJ CA CQ ST SK H7 DA D7],CSD,5,1,1,0,0,2,0,0,[H9 D8],0,0.2000,[CJ SJ DJ CA CQ ST SK H7 DA D7],,-,-,-,-,-,-,-
[HJ DJ SA ST SK HT H9 H7 DA DT],HD,2,2,3,2,0,3,0,0,[S7 HK],4,0.0000,[HJ DJ SA ST SK HT H9 H7 DA DT],,-,-,-,-,-,-,-
[DJ CA CK C7 ST S8 S7 HA HQ DT],D,4,1,2,0,1,3,0,0,[H8 DK],4,0.0000,[DJ CA CK C7 ST S8 S7 HA HQ DT],,-,-,-,-,-,-,-
[HJ CK CQ ST S8 S7 HQ H9 DQ D9],H,3,0,1,0,0,3,0,0,[SA HA],22,0.0000,[HJ CK CQ ST S8 S7 HQ H9 DQ D9],,-,-,-,-,-,-,-
[SJ C7 SK S8 HK H8 H7 DA DK DQ],S,2,1,0,0,0,3,0,0,[CJ CT],12,0.0000,[SJ C7 SK S8 HK H8 H7 DA DK DQ],,-,-,-,-,-,-,-
[CA CQ C8 SA ST S9 S7 H8 H7 D7],-,3,1,1,1,0,4,0,0,[DJ HK],6,0.0000,[CA CQ C8 SA ST S9 S7 H8 H7 D7],,-,-,-,-,-,-,-
[SJ HJ CK CQ C7 S9 HA H9 H8 DA],SH,5,2,0,0,0,3,0,0,[C8 SK],4,0.2500,[SJ HJ CK CQ C7 S9 HA H9 H8 DA],,-,-,-,-,-,-,-
[SJ HJ DJ CT ST SK H9 H8 H7 DA],SHD,4,1,1,0,0,3,0,0,[C8 HT],10,0.1000,[SJ HJ DJ CT ST SK H9 H8 H7 DA],,-,-,-,-,-,-,-
[SJ CT C9 C7 SA SQ S8 HT HK D9],S,4,1,1,0,0,3,0,0,[DA D8],11,0.0000,[SJ CT C9 C7 SA SQ S8 HT HK D9],,-,-,-,-,-,-,-
[CJ CA CT C9 C8 S7 HQ H8 DK D8],C,5,0,0,0,0,4,0,0,[CQ DT],13,0.0000,[CJ CA CT C9 C8 S7 HQ H8 DK D8],,-,-,-,-,-,-,-
[CT S8 HA HQ H9 DA DT DK DQ D7],-,1,2,1,1,0,5,1,0,[CJ CA],13,0.0000,[CT S8 HA HQ H9 DA DT DK DQ D7],,-,-,-,-,-,-,-
[CQ C9 SK S8 S7 HK DA DT DK D8],-,2,1,1,1,0,4,1,0,[CA C7],11,0.0000,[CQ C9 SK S8 S7 HK DA DT DK D8],,-,-,-,-,-,-,-
[CJ SJ CQ S9 S8 S7 HQ H8 H7 D9],CS,3,0,0,0,0,3,0,0,[CA HT],21,0.0000,[CJ SJ CQ S9 S8 S7 HQ H8 H7 D9],,-,-,-,-,-,-,-
[DJ CT CQ ST SQ HA HT HK H7 D9],D,3,1,2,1,0,4,1,0,[HJ D8],2,0.0000,[DJ CT CQ ST SQ HA HT HK H7 D9],,-,-,-,-,-,-,-
[HJ DJ CT CK C8 SK S9 S8 DA D9],HD,5,1,0,0,0,3,0,0,[S7 D8],0,0.0000,[HJ DJ CT CK C8 SK S9 S8 DA D9],,-,-,-,-,-,-,-
[SJ HJ DJ CA CK S9 HK HQ D9 D8],SHD,5,0,0,0,0,2,0,0,[HA D7],11,0.0000,[SJ HJ DJ CA CK S9 HK HQ D9 D8],,-,-,-,-,-,-,-
[CA CQ ST S9 S7 HT HK DA DT D9],-,2,1,3,1,0,3,0,0,[SJ C9],2,0.0000,[CA CQ ST S9 S7 HT HK DA DT D9],,-,-,-,-,-,-,-
[CJ CT S7 HK H8 DT DK D9 D8 D7],C,2,0,1,0,0,5,1,0,[HA DQ],14,0.0000,[CJ CT S7 HK H8 DT DK D9 D8 D7],,-,-,-,-,-,-,-
[CJ HJ DJ C8 ST HK HQ H8 H7 DT],CHD,4,0,2,0,2,4,0,0,[C7 D9],0,0.0000,[CJ HJ DJ C8 ST HK HQ H8 H7 DT],,-,-,-,-,-,-,-
[CT CK SA S9 HK DA DT DQ D8 D7],-,2,2,1,1,0,5,0,0,[CA ST],21,0.0000,[CT CK SA S9 HK DA DT DQ D8 D7],,-,-,-,-,-,-,-
[SJ DJ C8 ST S8 S7 H9 H8 DQ D7],SD,3,0,1,0,0,3,0,0,[C9 SA],11,0.0000,[SJ DJ C8 ST S8 S7 H9 H8 DQ D7],,-,-,-,-,-,-,-
[HJ CT C9 C8 C7 SA S9 HQ H9 H8],H,5,1,0,0,0,4,0,0,[D8 D7],0,0.0000,[HJ CT C9 C8 C7 SA S9 HQ H9 H8],,-,-,-,-,-,-,-
[CJ SJ CA CT C9 ST S8 HQ DT DK],CS,5,0,2,0,0,3,0,0,[HJ CQ],5,0.0500,[CJ SJ CA CT C9 ST S8 HQ DT DK],,-,-,-,-,-,-,-
[CT SA ST SQ S9 HK H9 H7 D9 D7],-,1,1,1,1,0,4,0,0,[C9 C8],0,0.0000,[CT SA ST SQ S9 HK H9 H7 D9 D7],,-,-,-,-,-,-,-
[CJ SJ HJ DJ C7 SK S9 H7 DT DK],CSHD,5,0,1,0,0,2,0,0,[S7 H9],0,0.0500,[CJ SJ HJ DJ C7 SK S9 H7 DT DK],,-,-,-,-,-,-,-
[CJ DJ CK C9 C7 ST S8 H9 DT D9],CD,5,0,2,0,0,3,0,0,[CQ SA],14,0.0000,[CJ DJ CK C9 C7 ST S8 H9 DT D9],,-,-,-,-,-,-,-
[DJ CQ C8 S8 HT H8 H7 DT DQ D8],D,3,0,2,0,0,3,0,0,[SQ DA],14,0.0000,[DJ CQ C8 S8 HT H8 H7 DT DQ D8],,-,-,-,-,-,-,-
[HJ DJ CT CK C8 C7 S9 S8 HT H8],HD,6,0,1,0,0,4,0,0,[CA SK],15,0.0000,[HJ DJ CT CK C8 C7 S9 S8 HT H8],,-,-,-,-,-,-,-
[DJ CQ C9 C8 SA ST S7 HT HQ H9],D,4,1,2,1,0,3,0,0,[CK D7],4,0.0000,[DJ CQ C9 C8 SA ST S7 HT HQ H9],,-,-,-,-,-,-,-
[CJ HJ CA C8 SK S7 HT DK D9 D7],CH,4,0,1,0,1,3,0,0,[S8 HQ],3,0.0000,[CJ HJ CA C8 SK S7 HT DK D9 D7],,-,-,-,-,-,-,-
[SJ CK CQ C7 SA ST S8 S7 HT HQ],S,4,1,2,1,0,4,0,0,[CJ CA],13,0.0000,[SJ CK CQ C7 SA ST S8 S7 HT HQ],,-,-,-,-,-,-,-
[DJ CA CQ SA SQ HA HK H8 DT DK],D,3,2,1,0,0,3,0,0,[CK C9],4,0.0000,[DJ CA CQ SA SQ HA HK H8 DT DK],,-,-,-,-,-,-,-
[CT CQ C7 ST S8 HQ DA DT D9 D7],-,3,1,2,1,0,4,0,0,[HA D8],11,0.0000,[CT CQ C7 ST S8 HQ DA DT D9 D7],,-,-,-,-,-,-,-
[CJ HJ CT C7 SK S9 S8 HK DT D8],CH,4,0,1,0,0,3,0,0,[CK HT],14,0.0000,[CJ HJ CT C7 SK S9 S8 HK DT D8],,-,-,-,-,-,-,-
[CJ CT SA ST S9 HK H8 D9 D8 D7],C,2,1,1,1,0,3,0,0,[C7 DK],4,0.0000,[CJ CT SA ST S9 HK H8 D9 D8 D7],,-,-,-,-,-,-,-
[HJ CT SK SQ S7 HK DA DK DQ D7],H,2,1,0,0,0,4,0,0,[C9 HA],11,0.0000,[HJ CT SK SQ S7 HK DA DK DQ D7],,-,-,-,-,-,-,-
[CJ CA CK C9 SK HT HK DA DT DQ],C,4,1,2,1,0,3,0,0,[C8 H7],0,0.0000,[CJ CA CK C9 SK HT HK DA DT DQ],,-,-,-,-,-,-,-
[CT CK SQ S9 S7 HA H9 H8 H7 D8],-,2,1,0,0,0,4,0,0,[SK DK],8,0.0000,[CT CK SQ S9 S7 HA H9 H8 H7 D8],,-,-,-,-,-,-,-
[CJ DJ CK C8 C7 S9 HA HT H8 DT],CD,5,1,2,1,1,3,0,0,[C9 SQ],3,0.0000,[CJ DJ CK C8 C7 S9 HA HT H8 DT],,-,-,-,-,-,-,-
[CA CT SA SQ S8 HT HQ H9 H8 DQ],-,2,1,1,0,0,4,0,0,[ST SK],14,0.0000,[CA CT SA SQ S8 HT HQ H9 H8 DQ],,-,-,-,-,-,-,-
[HJ C8 C7 SA S9 HT HQ H7 DT D9],H,3,1,2,0,0,3,0,0,[CJ DJ],4,0.0000,[HJ C8 C7 SA S9 HT HQ H7 DT D9],,-,-,-,-,-,-,-
[CJ SJ CA CT C9 C7 S9 S8 D9 D7],CS,6,0,0,0,0,4,0,0,[C8 DK],4,0.0000,[CJ SJ CA CT C9 C7 S9 S8 D9 D7],,-,-,-,-,-,-,-
[DJ CA ST SQ S9 HT H9 DA DT D7],D,2,1,3,1,0,3,0,0,[SJ HA],13,0.0000,[DJ CA ST SQ S9 HT H9 DA DT D7],,-,-,-,-,-,-,-
[CJ CQ C8 C7 SA S9 HT HK H7 DA],C,4,2,1,0,0,3,1,0,[CT SK],14,0.1500,[CJ CQ C8 C7 SA S9 HT HK H7 DA],,-,-,-,-,-,-,-
[CJ DJ CT CK C8 SA S9 HA HQ H8],CD,5,2,0,0,0,3,0,0,[D8 D7],0,0.7000,[CJ DJ CT CK C8 SA S9 HA HQ H8],,-,-,-,-,-,-,-
[DJ CT CK C8 C7 S8 HA H9 H7 D9],D,5,1,0,0,0,4,0,0,[HJ SA],13,0.0000,[DJ CT CK C8 C7 S8 HA H9 H7 D9],,-,-,-,-,-,-,-
[CA CQ SA SK HT HQ H9 DK DQ D9],-,2,1,1,0,0,3,0,0,[HA HK],15,0.0000,[CA CQ SA SK HT HQ H9 DK DQ D9],,-,-,-,-,-,-,-
[CK C7 S9 S8 HA HK HQ H7 D8 D7],-,2,1,0,0,0,4,0,0,[CJ CA],13,0.0000,[CK C7 S9 S8 HA HK HQ H7 D8 D7],,-,-,-,-,-,-,-
[CT CK CQ C7 ST HK HQ H9 DQ D9],-,4,0,1,0,1,4,0,0,[DJ HA],13,0.0000,[CT CK CQ C7 ST HK HQ H9 DQ D9],,-,-,-,-,-,-,-
[C9 C8 SQ S9 S7 HA HT HK HQ D8],-,2,1,1,1,0,4,0,0,[CQ H9],3,0.0000,[C9 C8 SQ S9 S7 HA HT HK HQ D8],,-,-,-,-,-,-,-
[CJ SJ CA CK C9 ST HK H9 DK D9],CS,5,0,1,0,1,3,0,0,[HQ H7],3,0.0000,[CJ SJ CA CK C9 ST HK H9 DK D9],,-,-,-,-,-,-,-
[DJ C8 C7 SA ST S9 S7 HT H7 D8],D,3,1,2,1,0,4,0,0,[HA DQ],14,0.0000,[DJ C8 C7 SA ST S9 S7 HT H7 D8],,-,-,-,-,-,-,-
[CJ CK CQ C8 S9 S8 S7 HA HK H8],C,4,1,0,0,0,3,0,0,[DJ SQ],5,0.0000,[CJ CK CQ C8 S9 S8 S7 HA HK H8],,-,-,-,-,-,-,-
[CJ DJ CT SA ST SQ S9 S8 HA DK],CD,3,2,1,1,0,5,0,0,[S7 H7],0,0.0000,[CJ DJ CT SA ST SQ S9 S8 HA DK],,-,-,-,-,-,-,-
[DJ CK CQ C8 S9 HT H9 DK D9 D8],D,4,0,1,0,0,3,0,0,[S7 DT],10,0.0000,[DJ CK CQ C8 S9 HT H9 DK D9 D8],,-,-,-,-,-,-,-
[SJ CQ C9 SA S7 HA HK HQ H8 D9],S,3,2,0,0,0,4,0,0,[SQ H9],3,0.0000,[SJ CQ C9 SA S7 HA HK HQ H8 D9],,-,-,-,-,-,-,-
[CJ SA SK S8 HA HT H8 H7 DQ D9],C,1,2,1,1,0,4,0,0,[CA DT],21,0.0000,[CJ SA SK S8 HA HT H8 H7 DQ D9],,-,-,-,-,-,-,-
[SJ DJ CT SA S8 S7 HK DA DK D7],SD,3,2,0,0,0,3,0,0,[ST D8],10,0.0000,[SJ DJ CT SA S8 S7 HK DA DK D7],,-,-,-,-,-,-,-
[HJ CA CQ C8 SA S9 S8 HA DQ D8],H,4,2,0,0,0,3,0,0,[S7 D9],0,0.0000,[HJ CA CQ C8 SA S9 S8 HA DQ D8],,-,-,-,-,-,-,-
[CJ SJ HJ CT C7 ST SK S8 H7 DT],CSH,5,0,2,0,1,3,1,0,[DK D8],4,0.2000,[CJ SJ HJ CT C7 ST SK S8 H7 DT],,-,-,-,-,-,-,-
[CJ SJ DJ SK S7 HK HQ H9 H8 DA],CSD,3,1,0,0,0,4,0,0,[C8 D7],0,0.0000,[CJ SJ DJ SK S7 HK HQ H9 H8 DA],,-,-,-,-,-,-,-
[HJ CA CT S8 S7 HT DA DK D9 D8],H,3,1,1,0,1,4,0,0,[SK HK],8,0.0000,[HJ CA CT S8 S7 HT DA DK D9 D8],,-,-,-,-,-,-,-
[CJ DJ CQ ST S8 H9 DA DT D9 D7],CD,3,1,2,1,0,4,0,0,[CK HA],15,0.0000,[CJ DJ CQ ST S8 H9 DA DT D9 D7],,-,-,-,-,-,-,-
[DJ CT CK C7 SA SK HK DA DQ D8],D,4,2,0,0,0,3,0,0,[HA DT],21,0.0000,[DJ CT CK C7 SA SK HK DA DQ D8],,-,-,-,-,-,-,-
[HJ C8 SA S8 HA HT HK H8 DT D8],H,2,2,2,1,0,4,1,0,[C7 DA],11,0.0000,[HJ C8 SA S8 HA HT HK H8 DT D8],,-,-,-,-,-,-,-
[DJ CA CK CQ ST S8 HK HQ D9 D8],D,4,0,1,0,0,3,0,0,[C8 SK],4,0.0000,[DJ CA CK CQ ST S8 HK HQ D9 D8],,-,-,-,-,-,-,-
[DJ CK ST S9 S8 HA HT HK HQ H8],D,2,1,2,1,0,5,1,0,[SK D7],4,0.0000,[DJ CK ST S9 S8 HA HT HK HQ H8],,-,-,-,-,-,-,-
[DJ CA CK C9 ST HT H9 H8 D8 D7],D,4,0,2,0,1,3,0,0,[CQ C8],3,0.0000,[DJ CA CK C9 ST HT H9 H8 D8 D7],,-,-,-,-,-,-,-
[DJ CK CQ C7 ST SQ S9 H7 DA D8],D,4,1,1,0,0,3,0,0,[C9 D9],0,0.0000,[DJ CK CQ C7 ST SQ S9 H7 DA D8],,-,-,-,-,-,-,-
[SJ CA CK SA SK S7 HA H9 DA DK],S,3,3,0,0,0,3,0,0,[DJ HK],6,0.1000,[SJ CA CK SA SK S7 HA H9 DA DK],,-,-,-,-,-,-,-
[CJ HJ DJ CT CK C8 C7 SA S9 D8],CHD,7,1,0,0,0,4,0,0,[HT DQ],13,0.8000,[CJ HJ DJ CT CK C8 C7 SA S9 D8],,-,-,-,-,-,-,-
[DJ CK CQ SA SK SQ S8 H9 H8 D7],D,3,1,0,0,0,4,0,0,[C9 HQ],3,0.0000,[DJ CK CQ SA SK SQ S8 H9 H8 D7],,-,-,-,-,-,-,-
[CJ SJ HJ CA C7 HT HQ H8 H7 DQ],CSH,5,0,1,0,0,4,0,0,[CT HK],14,0.6000,[CJ SJ HJ CA C7 HT HQ H8 H7 DQ],,-,-,-,-,-,-,-
[CJ SJ DJ CK C9 C8 HA H8 DT D7],CSD,6,1,1,0,0,3,0,0,[ST DA],21,0.8500,[CJ SJ DJ CK C9 C8 HA H8 DT D7],,-,-,-,-,-,-,-
[SJ CA CK C8 SA SQ S8 HT HK H7],S,4,1,1,0,0,3,1,0,[SK H8],4,0.0000,[SJ CA CK C8 SA SQ S8 HT HK H7],,-,-,-,-,-,-,-
[SJ CT ST S9 S8 HK HQ DA DT D8],S,2,1,2,1,0,3,0,0,[C9 HT],10,0.0000,[SJ CT ST S9 S8 HK HQ DA DT D8],,-,-,-,-,-,-,-
[CJ DJ CT C9 SA ST HT H7 DK DQ],CD,4,1,2,1,0,2,0,0,[CK SQ],7,0.0000,[CJ DJ CT C9 SA ST HT H7 DK DQ],,-,-,-,-,-,-,-
[CJ HJ C7 SA SK S9 S8 H9 D8 D7],CH,3,1,0,0,0,4,0,0,[CT HT],20,0.0000,[CJ HJ C7 SA SK S9 S8 H9 D8 D7],,-,-,-,-,-,-,-
[SJ DJ CA CK C9 S9 HQ H8 DQ D8],SD,5,0,0,0,0,3,0,0,[ST S8],10,0.0000,[SJ DJ CA CK C9 S9 HQ H8 DQ D8],,-,-,-,-,-,-,-
[SJ CT S9 HT HK HQ H9 H8 DQ D9],S,2,0,1,0,0,5,1,0,[CJ DA],13,0.0000,[SJ CT S9 HT HK HQ H9 H8 DQ D9],,-,-,-,-,-,-,-
[CJ HJ CA SA S8 HQ H9 H8 DA D7],CH,3,2,0,0,0,3,0,0,[C7 S9],0,0.0000,[CJ HJ CA SA S8 HQ H9 H8 DA D7],,-,-,-,-,-,-,-
[SJ CA CK C7 SQ S8 HA HT H9 D7],S,4,1,1,1,0,3,0,0,[CT S7],10,0.0000,[SJ CA CK C7 SQ S8 HA HT H9 D7],,-,-,-,-,-,-,-
[CK S9 S8 S7 HA H8 H7 DT DK D9],-,1,1,1,0,0,3,1,0,[CQ SK],7,0.0000,[CK S9 S8 S7 HA H8 H7 DT DK D9],,-,-,-,-,-,-,-
[SJ DJ C9 SA SK HT HK H8 DA DT],SD,3,2,2,1,0,3,1,0,[CK D9],4,0.0000,[SJ DJ C9 SA SK HT HK H8 DA DT],,-,-,-,-,-,-,-
[DJ CA CQ SA S9 HQ H9 H8 DA DT],D,3,2,1,1,0,3,0,0,[S8 H7],0,0.0000,[DJ CA CQ SA S9 HQ H9 H8 DA DT],,-,-,-,-,-,-,-
[CJ CT CK C9 SA ST S8 HT H7 D9],C,4,1,2,1,0,3,0,0,[DJ C8],2,0.0000,[CJ CT CK C9 SA ST S8 HT H7 D9],,-,-,-,-,-,-,-
[CA C9 ST SK S9 S8 HQ H7 DT D7],-,2,0,2,0,0,4,1,0,[CJ SQ],5,0.0000,[CA C9 ST SK S9 S8 HQ H7 DT D7],,-,-,-,-,-,-,-
[CJ CA C9 SA ST HA HK H8 H7 DA],C,3,3,1,1,0,4,0,0,[S9 D9],0,0.2500,[CJ CA C9 SA ST HA HK H8 H7 DA],,-,-,-,-,-,-,-
[HJ CQ SA S9 S7 HT HK H7 DT DK],H,2,1,2,0,0,3,1,0,[ST SQ],13,0.0000,[HJ CQ SA S9 S7 HT HK H7 DT DK],,-,-,-,-,-,-,-
[DJ C8 C7 HA HT HK HQ H9 H8 DT],D,3,1,2,1,1,6,1,0,[SQ S7],3,0.0000,[DJ C8 C7 HA HT HK HQ H9 H8 DT],,-,-,-,-,-,-,-
[CJ DJ CA CQ C7 ST SQ S7 HA H9],CD,5,1,1,0,0,3,0,0,[SJ D8],2,0.2500,[CJ DJ CA CQ C7 ST SQ S7 HA H9],,-,-,-,-,-,-,-
[SJ HJ C9 S7 HA HT H7 DA DQ D7],SH,3,2,1,1,0,3,0,0,[H8 D8],0,0.0000,[SJ HJ C9 S7 HA HT H7 DA DQ D7],,-,-,-,-,-,-,-
[CA CT CQ SA ST HA HK H8 DT D9],-,3,2,2,1,0,3,0,0,[SQ DQ],6,0.0000,[CA CT CQ SA ST HA HK H8 DT D9],,-,-,-,-,-,-,-
[CA CT SA SK SQ HA HQ H8 DQ D9],-,2,2,0,0,0,3,0,0,[CJ DJ],4,0.0000,[CA CT SA SK SQ HA HQ H8 DQ D9],,-,-,-,-,-,-,-
[CK CQ C8 SK SQ S9 H9 DA DK DQ],-,3,1,0,0,0,3,0,0,[SA S8],11,0.0000,[CK CQ C8 SK SQ S9 H9 DA DK DQ],,-,-,-,-,-,-,-
[CJ SJ CK C7 S8 H9 H8 H7 DQ D7],CS,4,0,0,0,0,3,0,0,[SA HK],15,0.0000,[CJ SJ CK C7 S8 H9 H8 H7 DQ D7],,-,-,-,-,-,-,-
[SJ HJ CT C8 SQ S9 DK D9 D8 D7],SH,4,0,0,0,0,4,0,0,[CA SK],15,0.0000,[SJ HJ CT C8 SQ S9 DK D9 D8 D7],,-,-,-,-,-,-,-
[SJ CA CK CQ C9 C8 S7 H8 H7 D9],S,6,0,0,0,0,5,0,0,[S8 HT],10,0.0000,[SJ CA CK CQ C9 C8 S7 H8 H7 D9],,-,-,-,-,-,-,-
[CJ SJ DJ SA ST SQ S7 H9 DA D9],CSD,3,2,1,1,0,4,0,0,[HK DQ],7,0.1000,[CJ SJ DJ SA ST SQ S7 H9 DA D9],,-,-,-,-,-,-,-
[CJ DJ CT ST SQ S7 HT H8 DK DQ],CD,3,0,2,0,0,3,0,0,[HJ HK],6,0.0000,[CJ DJ CT ST SQ S7 HT H8 DK DQ],,-,-,-,-,-,-,-
[DJ CA CT C9 C7 S7 HK HQ H9 H8],D,5,0,0,0,0,4,0,0,[SJ D8],2,0.0000,[DJ CA CT C9 C7 S7 HK HQ H9 H8],,-,-,-,-,-,-,-
