Cards,JacksMask,Aces,Tens,AttachedTens,TenKingSmall,SkatFulls,WinProb
[SJ HJ CA CT CK C8 HA DA DT DQ],SH,2,2,1,1,1,1.0000
[CJ CA SA ST SQ S9 HT HQ H7 DQ],C,1,2,1,1,1,0.0000
[CJ SJ CA CT CQ S8 HA DA DK D7],CS,3,1,1,0,0,0.9800
[CA CQ SA SK S8 HK H9 H8 H7 DA],-,2,1,0,1,1,0.0000
[CA CK CQ SK S8 HK H8 DA DT D8],-,3,1,1,0,0,0.0500
[DJ CA CT C9 S8 HT H7 DK DQ D7],D,0,2,0,0,1,0.0000
[SJ CA CK C7 SA SQ HK H8 D9 D8],S,1,0,0,0,1,0.0000
[CJ DJ C9 C7 SA SK HT HK H8 DK],CD,1,2,1,2,0,0.4300
[CJ HJ CT C9 C8 SK S8 HA HT H9],CH,1,3,1,0,0,0.1800
[DJ CT CQ C9 S7 HK HQ H7 DK D8],D,0,1,0,0,1,0.0000
[SJ CA CQ C9 C7 SK S9 DT DQ D9],S,0,1,0,0,1,0.0000
[CJ CA CK C8 C7 SQ S7 HA DT D9],C,2,1,0,0,0,0.2100
[SQ S9 S8 HT H8 H7 DA DT DQ D7],-,1,2,1,0,0,0.0000
[HJ CT CQ C8 S8 HA DK DQ D9 D8],H,1,0,0,0,1,0.0000
[CT SA ST S7 HA HT DT DQ D8 D7],-,1,3,1,0,2,0.0000
[CT C7 ST SQ S7 HT HQ H7 DA D7],-,1,2,0,0,1,0.0000
[DJ CA C7 S8 S7 HT HK HQ H9 H7],D,0,1,0,1,1,0.0000
[CK CQ C7 SQ S8 S7 HQ H8 DK D9],-,0,0,0,0,0,0.0000
[CJ CK SA ST HT HK H9 H7 DA DT],C,3,3,2,1,0,0.9300
[DJ CA C9 C8 ST SK S9 S8 H8 DA],D,3,1,1,1,0,0.0000
[SJ CA HA HT H7 DA DK D9 D8 D7],S,2,2,2,1,1,0.0000
[SJ CQ C7 ST SK S9 HK H8 H7 DQ],S,0,1,0,1,0,0.0000
[HJ CA C9 C8 ST S8 S7 DT D9 D8],H,0,2,0,0,1,0.0000
[DJ CT CK CQ C7 S8 S7 HK DT D9],D,1,1,0,0,1,0.0000
[C9 C8 SA SQ S9 S8 HQ DA D8 D7],-,2,0,0,0,0,0.0000
[DJ CA CT SK HA HK HQ DA DT D8],D,4,2,2,0,0,0.9500
[SJ CQ C9 SA S9 HQ H9 H7 DK D7],S,1,1,0,1,1,0.0000
[CJ DJ CA C9 C8 ST SK H7 DA D9],CD,2,1,0,0,0,0.3400
[HJ C9 S9 S7 HA HT H9 H8 DA D7],H,2,1,1,0,0,0.6500
[CT SQ S7 HA HT HQ DA DK D9 D7],-,2,1,1,0,1,0.0000
[SJ CA ST SK S8 S7 H8 DK D9 D8],S,1,1,1,1,1,0.0000
[CJ SJ HJ CQ SA SK S8 S7 HQ D9],CSH,1,1,0,0,0,0.8900
[CA C7 S9 S7 HA HT H9 H7 DQ D8],-,1,1,1,0,1,0.0000
[CJ SJ C9 C7 SK HK DA DQ D8 D7],CS,2,0,0,0,0,0.8100
[CJ C7 SK SQ S8 S7 HA DA DT D8],C,2,1,1,0,0,0.0000
[HJ CK C7 SA ST S7 DT DK DQ D8],H,1,2,1,1,0,0.0000
[CJ CA SK S9 S7 HT HK HQ H8 D8],C,1,1,0,1,0,0.3100
[HJ DJ C9 C8 SA SK S9 H8 D9 D8],HD,2,0,0,0,0,0.0000
[HJ DJ CA CT C8 SA S8 HQ H9 D9],HD,2,1,1,0,0,0.0000
[CJ DJ CA CK CQ C9 SA SK DQ D9],CD,2,0,0,0,0,0.5500
[CJ C9 C8 S7 HT H9 H8 DT D8 D7],C,0,2,0,1,0,0.0000
[CA CK CQ C8 SK SQ S9 S8 DA DQ],-,3,0,0,0,0,0.0300
[CJ SJ HJ CK SQ HK H9 DQ D8 D7],CSH,0,0,0,0,0,0.0000
[DJ CA CQ ST S9 S7 HK H8 DQ D8],D,0,2,0,0,1,0.0000
[SJ CA C9 ST SK SQ S9 HA HQ DQ],S,1,1,0,1,1,0.0000
[CJ HJ CQ SA SK S8 HT H9 H8 DT],CH,1,2,0,0,0,0.0800
[SJ CA ST SK S9 S7 HA HT H9 DA],S,3,2,1,1,0,0.0500
[HJ CK C9 C7 S8 HA H9 H7 DT DK],H,1,1,0,0,0,0.0000
[SJ DJ CK C8 C7 SA ST SQ DQ D9],SD,1,1,1,0,0,0.0000
[HJ CQ ST SK SQ HK HQ H8 H7 D9],H,0,1,0,0,0,0.0000
[HJ CA CK C9 C7 S8 HA HT DT D9],H,1,2,1,0,1,0.0000
[CJ SJ HJ C9 ST SK S8 H9 DQ D9],CSH,1,2,1,0,0,0.9500
[C9 C7 SA ST S7 HT HK H9 H8 DK],-,2,2,2,1,0,0.0000
[CJ HJ DJ CK SK HA HT HQ DT D9],CHD,2,2,1,0,0,0.9800
[CJ CK ST S9 S8 HA HK HQ H9 H7],C,1,1,0,0,0,0.0000
[CJ HJ DJ CT C9 S9 H7 DQ D9 D8],CHD,0,2,0,1,0,0.0000
[CJ SJ DJ CT C8 C7 S7 DA DK D9],CSD,1,1,0,0,0,0.3200
[CT CK CQ C9 C8 SA HA HK H7 DA],-,3,1,0,0,0,0.0300
[CJ CA CK SK SQ S9 HK H9 H7 DK],C,2,0,0,0,0,0.1400
[SJ HJ CA CK C7 ST HA HK DA DT],SH,3,2,1,0,0,0.8500
[CT CK CQ SA ST S7 HK HQ DK DQ],-,1,1,1,0,1,0.0000
[SJ SK S9 S8 HA HQ H9 H7 DA D7],S,2,0,0,0,0,0.0000
[CT C7 SA SK HA HQ H8 H7 DK D8],-,2,0,0,0,1,0.0000
[SJ C9 SA SK S7 HQ H7 DT DK D7],S,1,1,0,1,0,0.0000
[HJ CQ SQ S9 S8 S7 HA HK DQ D8],H,1,0,0,0,0,0.0000
[DJ CT CQ C8 ST S7 HT HK DK D7],D,0,2,0,1,1,0.0000
[CK C9 C7 ST SK SQ S9 HK H7 DA],-,1,1,0,1,0,0.0000
[C8 SK SQ S7 HA HK HQ H7 DT DK],-,1,1,0,0,0,0.0000
[CJ CA SA S8 S7 HA H7 DA DT D8],C,4,1,1,0,0,0.9000
[HJ DJ CT CQ SA HT HK H7 DT DK],HD,1,3,0,1,0,0.0000
[HJ CQ C9 SA ST SQ HA HT DQ D7],H,2,3,2,0,0,0.0100
[CA CQ C9 C7 SK HK H8 DT D9 D7],-,1,1,1,0,1,0.0000
[CJ C9 C8 C7 ST HK HQ H8 DQ D8],C,1,1,0,0,0,0.0000
[CJ CQ C9 SK S8 S7 HT H8 DA D7],C,1,2,1,0,0,0.0000
[C9 C8 SK S9 S8 HK HQ H9 DT DQ],-,1,1,0,0,0,0.0000
[DJ C7 SA SK SQ HA HT H7 DK D7],D,3,2,2,0,0,0.1800
[CT CK SA SK SQ S9 S8 S7 HT D7],-,1,1,0,0,1,0.0000
[HJ DJ SA ST SK SQ HA HT H9 H8],HD,2,2,2,0,0,1.0000
[SJ HJ DJ C9 ST S9 H7 DT D9 D8],SHD,0,2,0,1,0,0.2700
[SJ CQ C7 SK S7 HA H8 DA DT D8],S,2,1,1,0,0,0.0200
[SJ HJ CQ C8 C7 SQ S8 HQ D9 D8],SH,0,0,0,0,0,0.0000
[CA CT CK C8 SK S7 HT H9 H7 D9],-,0,1,0,0,2,0.0000
[SJ CA CQ C8 SA ST HA HK H9 DT],S,3,2,1,0,0,0.0300
[CJ DJ CT SK HA HK DT DK D9 D8],CD,1,1,0,1,1,0.1700
[CT SA ST HT HK HQ DA DT DQ D9],-,2,4,2,0,0,0.0000
[HJ CA C8 SA SK S9 HA H7 D8 D7],H,4,0,0,0,0,0.3200
[CA C9 C7 SA ST HQ H7 DT DK D8],-,1,2,1,1,1,0.0000
[HJ CT C9 C7 SK HA HK HQ DA DK],H,2,0,0,0,1,0.0000
[CJ HJ ST SQ S9 S7 HT HQ H7 DQ],CH,1,1,1,0,1,0.6300
[CA CT SA ST SK HA HT HQ DA DK],-,4,3,3,0,0,0.6100
[CJ SJ CA C7 HA HK HQ DT D8 D7],CS,2,1,0,0,0,0.4000
[CJ CK CQ C9 C7 S8 H9 H7 DK D7],C,0,0,0,0,1,0.0000
[C9 C8 C7 SA S9 S7 HA HK H9 H7],-,2,0,0,0,0,0.0000
[SJ HJ C8 SK SQ S8 HA H8 DK D8],SH,1,2,0,1,0,0.0000
[HJ DJ CA CK C9 SK S9 HQ H9 H7],HD,3,0,0,0,0,0.4900
[CJ DJ CK SA S8 S7 HA HT HK DQ],CD,2,2,1,1,0,0.8000
[CJ CA C9 SQ S9 HQ DT DK DQ D9],C,1,1,0,1,0,0.3600
[DJ CQ C7 SA SQ S9 S7 H9 DA D9],D,2,0,0,0,0,0.3700
[CA SA ST SQ HK HQ H9 DK DQ D9],-,1,2,1,1,2,0.0000
[HJ CQ C9 C8 SA HT HQ H9 H7 DK],H,1,1,0,0,0,0.0000
[SJ DJ CT CK C8 SK S9 S8 HQ H8],SD,1,1,1,1,0,0.0700
[CJ CA CK CQ C8 C7 ST S9 HK DQ],C,1,0,0,0,1,0.0700
[CJ HJ CA CT CQ SA ST S9 HQ H9],CH,2,2,2,0,0,0.9200
[HJ DJ CQ SK SQ HT H7 DT D9 D7],HD,0,2,0,0,0,0.0000
[CJ CT C7 ST SK HA HQ DT D9 D7],C,1,2,0,1,1,0.0000
[CA C9 C8 SA SK HA H7 DT DK D7],-,4,1,1,0,1,0.3900
[CJ SJ CK SA S8 HT HQ H9 DA DK],CS,3,1,0,0,0,0.7900
[CA SA SK HK H8 H7 DA DQ D9 D8],-,3,1,0,0,0,0.0900
[CJ HJ CA CQ SK S9 HK H8 DA DQ],CH,2,0,0,0,0,0.0300
[CJ HJ C9 ST S8 S7 H9 H7 DA D7],CH,2,1,0,0,0,0.1800
[HJ DJ CT CK CQ HT H9 DA DQ D7],HD,1,2,0,0,0,0.0000
[DJ CT ST SQ HA HK DT DK DQ D7],D,1,3,0,1,1,0.0000
[CJ CT CQ C9 SA ST S8 DA DT D8],C,2,3,2,0,0,0.1600
[CJ SJ HJ CT C9 SA SK SQ HA DK],CSH,2,1,0,0,0,0.8000
[SJ C8 C7 SA ST S8 S7 HK HQ DQ],S,1,2,1,0,1,0.0000
[CA C8 SA S9 S8 HT H9 DK DQ D9],-,2,1,0,0,0,0.0000
[HJ CK C9 C8 C7 SA ST S9 DA DQ],H,2,2,1,0,1,0.2700
[SJ DJ CT CK ST SK H7 DA DT D8],SD,1,3,1,0,0,0.0000
[DJ CT CK ST SQ HK H8 DT DQ D9],D,1,2,1,0,1,0.0000
[CA CT CQ C9 SK HA HT DA DK D9],-,3,2,2,0,0,0.0300
[CJ CT CQ C7 SA S9 HT HK HQ H9],C,1,1,0,1,1,0.0000
[DJ CA CT C8 C7 SA SQ HK H8 DT],D,1,2,0,0,1,0.0000
[SJ DJ CT CK S9 S8 HT H7 DA D7],SD,2,2,0,0,0,0.0500
[CJ HJ CT C8 ST SQ HA HT DA DT],CH,2,3,2,0,1,0.7000
[CJ CA CT CK C9 C8 SQ HQ H7 DQ],C,1,1,1,1,0,0.5500
[CJ SJ HJ DJ CK C7 S9 HQ H9 DA],CSHD,1,0,0,0,0,0.1600
[SJ CA CK C9 ST S9 S8 DK DQ D8],S,0,1,0,0,1,0.0000
[SJ HJ DJ C7 SK HA HQ H7 DT D9],SHD,1,2,0,0,0,0.0000
[SJ CK SA SQ S8 S7 H9 H8 DK D9],S,1,1,0,0,0,0.0000
[CJ DJ CT CK ST S9 S8 HK DQ D8],CD,0,2,0,0,0,0.0000
[HJ DJ CA CQ S8 HK H9 H8 H7 D8],HD,1,0,0,0,0,0.0000
[SJ HJ CT C9 C8 SA S9 S7 H9 DA],SH,2,1,0,0,0,0.0100
[CJ CQ SA ST SK HQ H7 DA DT D9],C,2,2,2,0,0,0.9200
[CT C8 S9 S8 S7 HT HK HQ DA DT],-,1,2,1,1,1,0.0000
[HJ DJ CK CQ SA ST SQ S9 DA D8],HD,2,2,1,0,0,0.5600
[CJ DJ CK SA SQ HA DA DT D9 D8],CD,4,1,1,1,0,1.0000
[CJ CQ SK S8 HT H9 H8 DA DQ D9],C,1,1,0,0,0,0.0000
[SJ HJ CQ SA S9 S7 DA DT DK D8],SH,2,1,1,1,0,0.1900
[SJ DJ C8 S9 HQ DT DK DQ D9 D7],SD,0,3,0,1,0,0.0000
[SJ DJ C8 SK S7 HA HT H9 DQ D8],SD,1,1,1,0,0,0.0000
[HJ CA ST SQ S7 HA HK HQ DA D8],H,3,2,1,0,0,0.1800
[CJ DJ C7 ST SQ S8 S7 HQ DA DK],CD,1,1,0,0,0,0.0000
[CA C7 SQ S9 S7 HK DA DQ D8 D7],-,1,0,0,0,2,0.0000
[CJ CA CQ SA SK S9 S8 HA DQ D8],C,3,2,1,0,0,0.5700
[CJ SJ DJ CA CK SK S9 HA HK D9],CSD,2,1,1,0,0,1.0000
[HJ C8 C7 ST SK S9 S8 S7 HQ D8],H,0,2,0,1,0,0.0000
[CK SA SQ S9 S8 S7 HA H9 H8 H7],-,2,1,0,0,0,0.0000
[SJ CA CQ C9 SQ S9 S7 H8 H7 D9],S,1,0,0,0,1,0.0000
[HJ DJ CQ SQ S9 S7 HA HK DK D9],HD,2,0,0,0,0,0.0000
[SJ CQ C9 C8 C7 S9 S8 H8 H7 DA],S,1,0,0,0,0,0.0000
[CA CT SA ST SQ HA HQ H7 DQ D9],-,3,2,2,0,0,0.6500
[CJ CQ C7 SK S9 S8 H8 DA DT DK],C,2,2,2,1,0,0.0000
[SQ S9 S8 S7 HT HK H9 DQ D9 D8],-,0,1,0,1,0,0.0000
[SJ CQ C9 C7 SQ S9 S8 H9 DA D8],S,1,0,0,0,0,0.0000
[HJ HA H9 H8 H7 DA DT DK DQ D7],H,2,1,1,1,0,0.6900
[CJ HJ DJ CK ST SQ S7 H8 H7 DK],CHD,0,2,0,0,0,0.0000
[CJ CK CQ C8 ST HK HQ H9 DT DK],C,0,2,0,0,0,0.0000
[DJ ST SK SQ HT HK DK DQ D9 D8],D,0,2,0,0,1,0.0000
[CK C9 C7 SA SK S7 HK H9 H7 D7],-,1,1,0,0,0,0.0000
[CT C9 C7 SQ S9 S8 HA DA D8 D7],-,2,0,0,0,1,0.0000
[CJ DJ CQ SA SK S8 S7 HA HK H8],CD,2,0,0,0,0,0.1100
[DJ CA CT CQ C7 S9 S8 HQ DK D9],D,1,1,0,0,1,0.0000
[CJ HJ CA CT CQ SA ST S9 HA D9],CH,3,2,2,0,0,0.9900
[CJ CK SA SK S7 HK HQ H8 DA DK],C,2,0,0,0,0,0.0000
[HJ DJ CT C7 S7 HA HQ H7 D9 D8],HD,1,1,0,0,0,0.0000
[CT CQ SA SK SQ HA HT HQ H8 DT],-,2,3,2,0,1,0.0000
[DJ C8 SA ST SK HT HK H7 DT D8],D,1,3,1,1,0,0.0000
[HJ CK SK S7 H8 H7 DT DK DQ D9],H,0,2,0,1,0,0.0000
[CJ C9 SA ST SK S9 HT HK HQ DA],C,2,2,1,1,0,0.0000
[CJ HJ CA CQ ST HK H8 H7 DK D7],CH,2,1,0,0,0,0.0200
[SJ HJ C7 SK S9 S7 HA DA DQ D7],SH,2,1,0,1,0,0.8700
[CA CQ C9 SK S7 HT HK HQ H8 D8],-,0,1,0,1,1,0.0000
[DJ C7 SQ S9 HA HK HQ H7 DT D8],D,1,1,0,0,0,0.0000
[CA CQ SA SK SQ HK HQ H8 DA DQ],-,3,0,0,0,0,0.0000
[DJ CA CK SK S7 HK HQ H7 DT D9],D,0,1,0,1,1,0.0000
[HJ C8 C7 S8 HT H9 DT DK D9 D7],H,0,2,0,1,0,0.0000
[SJ CK CQ SA SK S7 HQ H7 DQ D7],S,1,0,0,0,0,0.0000
[SJ CA CQ C9 ST S9 S8 S7 H9 D8],S,1,1,0,0,1,0.0000
[CJ HJ CQ C9 C8 S8 HT DT D9 D8],CH,0,2,0,1,0,0.0000
[CJ HJ DJ CA CK C7 SA S8 H8 D8],CHD,3,0,0,0,0,1.0000
[CJ HJ CA CQ C7 SA ST H8 H7 DT],CH,2,2,1,0,0,0.4400
[CJ SK S9 S8 HT HQ H8 DA DT D7],C,1,2,1,0,1,0.0000
[CA CT CK C7 SA SK H9 DT D8 D7],-,1,1,0,1,2,0.0000
[SJ DJ CT ST S9 S7 H7 DT DK D8],SD,1,3,1,1,0,0.0000
[CQ C8 C7 SK HA H9 H8 H7 DT DQ],-,1,1,0,0,1,0.0000
[CJ SJ DJ CK S8 S7 HA HK DK D7],CSD,1,0,0,0,0,0.0000
[CJ HJ CT CK S9 S8 H9 H7 DT D8],CH,0,2,0,0,0,0.0000
[CJ SJ CA C9 ST SK S9 HT H9 DQ],CS,1,2,0,1,0,0.0000
[SJ HJ CA CK C9 C7 SK H8 H7 D7],SH,1,0,0,0,0,0.0000
[CJ DJ CA CT CK CQ C8 HK DA D8],CD,2,1,1,1,0,0.9000
[SJ HJ CA CT S9 HT H8 DT DK DQ],SH,1,3,1,0,0,0.3900
[CJ CQ C9 C8 SA SK SQ S8 HK HQ],C,1,0,0,0,1,0.0000
[CK C9 SA ST SQ S8 HA HK DK D7],-,2,2,2,0,0,0.0000
[CJ DJ C8 ST SK S8 S7 H9 DQ D9],CD,0,2,0,1,0,0.0000
[DJ C8 C7 SK S7 HT HK H7 D9 D7],D,0,2,0,2,1,0.0000
[CT CQ SK S7 HA H8 H7 DA D8 D7],-,2,0,0,0,1,0.0000
[DJ CT C9 C8 HA HT H8 DT DQ D9],D,1,3,1,1,1,0.0000
[SJ HJ DJ CT CQ SK H9 H7 DK D9],SHD,0,1,0,0,0,0.0000
[HJ CT CK CQ C8 SA SQ S9 S8 HQ],H,1,0,0,0,1,0.0000
[CJ CT C9 SQ S8 S7 HK H9 DT DK],C,1,2,1,0,0,0.0000
[CJ SJ CQ C8 S9 HA HT DT DQ D9],CS,2,2,1,0,0,0.5700
[HJ DJ CA SK HA HK H9 H8 DA DT],HD,3,2,1,0,0,0.8300
[CJ HJ CT ST S9 S8 H7 DA DT D9],CH,1,3,1,0,0,0.0400
[CJ DJ CA CT CK C9 ST SQ D8 D7],CD,2,2,1,0,0,0.5100
[HJ CQ C8 C7 ST S8 HT H9 H7 DQ],H,0,2,0,0,0,0.0000
[CJ SJ HJ CK CQ C7 S9 HA H9 D8],CSH,1,1,1,0,0,0.5500
[CQ C7 ST S8 HK H7 DA DT D9 D8],-,1,2,1,0,0,0.0000
[CJ SJ HJ C9 C7 ST SQ DT DK D8],CSH,1,2,1,1,0,1.0000
[CJ SJ DJ CT CK C7 SK S8 HT D8],CSD,2,2,0,1,0,0.6600
[HJ CQ C8 SA HA HT HK H8 DT D7],H,2,2,1,1,0,0.0000
[CJ DJ CK CQ C9 SA SK HQ H8 DA],CD,2,1,0,1,0,1.0000
[DJ ST SK HA HT HK HQ H9 DT D9],D,1,3,1,2,0,0.0000
[SJ CA SK SQ S7 HT HQ H9 H7 D7],S,1,2,0,0,1,0.0000
[DJ CA CT C7 SK S9 S7 HA HT H8],D,1,2,1,0,1,0.0000
[SJ CT CK C9 ST SQ S9 HA HK DA],S,2,2,0,1,0,0.0800
[SJ C9 C8 C7 ST S9 S8 HK DA DK],S,1,1,0,0,0,0.0000
[CA C7 ST SK HA HK H8 H7 D9 D7],-,3,1,0,0,0,0.0100
[DJ CQ SK SQ HK H9 H7 DT DQ D9],D,1,1,0,0,0,0.0000
[SJ C8 ST SK S9 S7 HA HT DA DK],S,4,2,2,0,0,0.9000
[CJ DJ CQ C9 C7 ST HA HK HQ H7],CD,1,1,0,0,0,0.0000
[SJ C8 SK S7 HA HT HK H9 DT D8],S,2,2,2,1,0,1.0000
[CJ SJ DJ CK C9 S7 HA HQ H9 D8],CSD,1,0,0,0,0,0.0000
[SJ HJ DJ CT C8 SA S9 S8 S7 HA],SHD,2,1,0,0,0,0.8100
[CJ CT CK C9 C7 SA S9 S7 HA H8],C,2,0,0,0,1,0.0000
[SJ CT CK S9 HT HK H9 D9 D8 D7],S,1,1,0,1,1,0.0000
[CJ CA CT CQ C7 SK SQ HA HT H7],C,2,2,2,0,1,0.7900
[SJ C9 C7 SK S9 S8 H8 H7 DK D8],S,0,0,0,0,1,0.0000
[SJ CA C9 C7 SA ST HA HK DA DQ],S,4,1,1,0,0,1.0000
[CJ CA C9 SA S9 H8 DT DK D8 D7],C,1,1,0,1,1,0.0000
[CJ DJ CT CK S9 HA H8 DT DK D8],CD,1,2,0,1,0,0.8600
[SJ HJ C8 SK HT HQ H7 DT D8 D7],SH,0,2,0,0,0,0.0000
[CJ C8 C7 ST SQ S8 HA HT H7 D8],C,2,3,1,0,0,0.0900
[DJ CA C7 SK SQ S7 H8 H7 DA DQ],D,1,0,0,0,1,0.0000
[HJ C9 ST SQ S9 HK H7 DT DK D8],H,1,2,1,1,0,0.0000
[CJ SK SQ S7 HA HQ DA DK DQ D7],C,2,0,0,0,0,0.0000
[SJ CT C7 SQ S8 S7 H9 H7 DK DQ],S,0,0,0,0,1,0.0000
[DJ CQ C9 SA SK HT H9 DA DK D7],D,3,1,0,0,0,0.0600
[CJ SJ DJ CA CK CQ C8 DT DK D7],CSD,1,1,0,1,0,0.9600
[CJ SJ HJ C9 S7 HQ H9 DT DK D7],CSH,1,1,0,1,0,0.3700
[CK C7 S9 HT HQ DA DT DK DQ D7],-,2,2,1,1,0,0.0000
[CJ SJ DJ CT ST SK H9 DA DQ D8],CSD,1,1,0,0,1,0.0500
[CQ SA S8 HK H9 H8 DA DQ D9 D8],-,1,0,0,0,1,0.0000
[CJ CT ST SQ S9 HK HQ H8 H7 D7],C,0,1,0,0,1,0.0000
[SJ HJ CT CQ HT HK H8 H7 DQ D7],SH,0,2,0,1,0,0.0000
[HJ DJ CA CT SK SQ S8 HQ DA D8],HD,2,1,1,0,0,0.1600
[DJ CT CK CQ S9 HQ DK DQ D9 D7],D,0,1,0,1,0,0.0000
[CJ CT C9 C7 SQ S9 S7 HA HT D9],C,1,1,1,0,1,0.0000
[CJ DJ CK CQ ST S7 HA HQ H7 DK],CD,1,2,0,1,0,0.0200
[CJ DJ CQ C7 S8 HA HK H9 DQ D8],CD,1,1,1,1,0,0.3000
[HJ CA C9 C8 SK S7 H8 DT DK D7],H,0,1,0,1,1,0.0000
[SJ DJ CA ST SK S9 HK H9 DT DQ],SD,1,2,0,1,0,0.0900
[CJ CT CK CQ ST SK SQ S9 S7 HK],C,0,3,0,1,0,0.0000
[CJ SJ HJ CA CT C9 C7 HT H7 DA],CSH,2,2,1,0,0,0.9900
[CJ DJ CT CK SA ST SQ HK H8 DK],CD,2,2,1,0,0,0.6700
[CJ DJ C9 C8 SA SQ HA H9 DA DQ],CD,3,1,1,0,0,0.8500
[CK SA SK S8 S7 HA HQ H9 H8 DQ],-,2,1,1,1,0,0.0000
[CJ DJ ST S8 HT HQ DT DQ D8 D7],CD,0,3,0,0,0,0.0000
[CJ CT C9 C7 ST HT HK H9 DA DK],C,2,2,1,1,1,0.0200
[CJ HJ CQ C9 SK S9 S8 DQ D8 D7],CH,0,0,0,0,0,0.0000
[SJ DJ CA C8 C7 SK S7 HK H9 D7],SD,1,0,0,0,0,0.0000
[HJ DJ CA C8 SA S7 H9 H7 D9 D8],HD,2,1,1,0,0,0.0500
[CJ HJ CA C7 HA HQ H7 DT D8 D7],CH,2,1,0,0,0,0.3800
[CJ CT C9 ST SK HA H8 H7 D9 D8],C,2,2,0,0,0,0.0300
[CK CQ C8 ST S8 HA HK H7 DT D9],-,2,2,1,0,1,0.0000
[DJ CA C8 SK SQ S8 H9 H7 DA D9],D,4,0,0,0,0,0.3000
[HJ CA CK CQ ST SQ S9 HT HK H8],H,1,2,0,1,0,0.0000
[CJ SJ DJ CA S9 S7 HA H9 DA DT],CSD,3,1,1,0,0,1.0000
[HJ CQ C7 ST SK S9 HA HK DQ D8],H,2,1,1,1,0,0.0000
[CJ DJ C8 SA SQ HA HQ DK D9 D8],CD,2,0,0,0,0,0.1700
[HJ DJ CT CQ C7 S9 H7 DT DQ D7],HD,1,2,0,0,0,0.0000
[CK C9 C8 C7 ST S9 S8 H8 DA DQ],-,1,1,0,0,1,0.0000
[HJ C9 C8 C7 SQ S7 HK HQ DA DT],H,1,2,1,0,0,0.0000
[CJ HJ CQ S9 S8 HT HK H7 D9 D8],CH,0,1,0,1,0,0.0000
[CQ C8 SA ST HT H8 H7 DT DK D8],-,1,3,1,2,0,0.0000
[HJ CQ C8 SK SQ S7 H9 H8 DT D7],H,0,2,0,1,0,0.0000
[CJ CA C8 C7 ST S8 HA HT H8 D7],C,2,2,1,0,0,0.0300
[CA C9 C8 SA SK S9 HA H9 H8 D9],-,3,1,0,0,0,0.0000
[HJ CA CT S7 HQ H9 H7 DT DQ D7],H,0,3,0,0,1,0.0000
[CJ CA C7 SA SQ S7 HT HQ H9 DQ],C,2,1,0,0,0,0.1200
[DJ CA C7 SK S8 HK HQ H7 DK D9],D,0,2,0,2,1,0.0000
[SJ CA CK CQ ST SK S7 HA H9 DK],S,2,2,0,1,0,0.2200
[SJ CA C8 C7 ST HA HT DK DQ D9],S,3,3,2,1,0,0.7300
[CJ CA CT CK C8 SQ HQ H9 DK D9],C,0,1,0,1,1,0.0000
[CA CK SK SQ HA H8 DT DK DQ D7],-,1,1,0,1,1,0.0000
[HJ CK CQ ST SK SQ S9 HA HQ DK],H,2,1,0,1,0,0.0000
[C8 ST SK S9 S7 HQ H7 DK DQ D7],-,0,1,0,1,1,0.0000
[CK C7 SK S7 HA HT HK H9 DT D9],-,1,2,1,1,0,0.0000
[SJ CK C9 C8 S7 HA HK H8 DA DK],S,2,0,0,0,0,0.0000
[CQ C7 ST S8 HA HK HQ H9 DT D8],-,1,2,0,0,0,0.0000
[SJ DJ CA CT CQ C9 S9 HQ DQ D9],SD,2,2,1,0,0,0.2900
[CJ HJ ST SQ S7 HK H9 DT DQ D7],CH,0,2,0,2,0,0.0000
[DJ CQ C8 C7 ST S8 H9 H7 DQ D7],D,0,1,0,0,0,0.0000
[SJ HJ DJ CK C7 SA SQ HK H8 DQ],SHD,1,0,0,0,0,0.0000
[HJ CA CK S9 S7 HA H9 DT DK D7],H,4,1,1,1,0,0.7700
[CA C8 HA HT HQ DA DT DQ D8 D7],-,3,1,1,0,1,0.0600
[CT CQ S9 S8 HT HK H7 DA DT DK],-,2,2,1,1,1,0.0000
[CJ CQ C7 SA ST S9 S8 DT DK D7],C,1,2,1,1,0,0.5100
[CJ SJ DJ CA CK CQ C9 C7 H8 DA],CSD,3,0,0,0,0,0.9300
[SJ CA CK ST HK H9 H7 DA DK DQ],S,1,1,0,0,1,0.0000
[SJ DJ SA SK SQ S9 HK DT DQ D8],SD,1,1,0,0,1,0.1500
[CA CK SQ S9 S8 S7 DT DK D8 D7],-,0,2,0,1,1,0.0000
[SJ HJ CT C9 C8 ST SQ S9 S7 DT],SH,0,3,0,0,0,0.0000
[CJ HJ DJ C7 SA HA HT H9 DK D9],CHD,2,1,1,0,0,0.9700
[SJ CQ C7 SA ST S7 HT HK DA DK],S,2,2,1,0,0,0.0000
[CJ HJ CT C9 SA SQ S8 HT DA D8],CH,2,1,0,0,1,0.7200
[HJ DJ CQ C9 SA S9 HA H9 DA DK],HD,3,0,0,0,0,0.3200
[HJ CA CK C9 SK S9 S8 S7 HK D8],H,1,1,1,1,0,0.0000
[CK C9 C7 SA ST SK SQ H8 H7 D9],-,2,1,1,0,0,0.0000
[HJ DJ CQ C9 HA HK HQ DT DQ D8],HD,1,2,1,0,0,0.0000
[CJ SJ C7 ST SQ S7 HA H9 H7 DQ],CS,1,2,0,1,0,0.1000
[CJ HJ CA CK ST HK H8 H7 DT D8],CH,2,2,1,1,0,0.5300
